id	dye_id	name	icon	symbol_add_name	symbol_add_desc
206	17650	u,LV2 古代敏捷紋章\0	a,icon.lv2_2_hena_dex\0	u,Dex+4 Con-3 大地屬性抗性+10\0	u,Dex+4 Con-3 大地屬性抗性+10\0
207	17651	u,LV2 古代體質紋章\0	a,icon.lv2_2_hena_con\0	u,Con+4 Str-3 黑暗屬性抗性+10\0	u,Con+4 Str-3 黑暗屬性抗性+10\0
208	17652	u,LV2 古代智力紋章\0	a,icon.lv2_2_hena_int\0	u,Int+4 Wit-3 水屬性抗性+10\0	u,Int+4 Wit-3 水屬性抗性+10\0
209	17653	u,LV2 古代智慧紋章\0	a,icon.lv2_2_hena_wit\0	u,Wit+4 Men-3 風屬性抗性+10\0	u,Wit+4 Men-3 風屬性抗性+10\0
210	17654	u,LV2 古代精神紋章\0	a,icon.lv2_2_hena_men\0	u,Men+4 Int-3 神聖屬性抗性+10\0	u,Men+4 Int-3 神聖屬性抗性+10\0
211	17655	u,LV2 傳說力量紋章\0	a,icon.lv2_3_hena_str\0	u,Str+4 Dex-2 火屬性抗性 +10\0	u,Str+4 Dex-2 火屬性抗性 +10\0
212	17656	u,LV2 傳說敏捷紋章\0	a,icon.lv2_3_hena_dex\0	u,Dex+4 Con-2 大地屬性抗性+10\0	u,Dex+4 Con-2 大地屬性抗性+10\0
213	17657	u,LV2 傳說體質紋章\0	a,icon.lv2_3_hena_con\0	u,Con+4 Str-2 黑暗屬性抗性+10\0	u,Con+4 Str-2 黑暗屬性抗性+10\0
214	17658	u,LV2 傳說智力紋章\0	a,icon.lv2_3_hena_int\0	u,Int+4 Wit-2 水屬性抗性+10\0	u,Int+4 Wit-2 水屬性抗性+10\0
215	17659	u,LV2 傳說智慧紋章\0	a,icon.lv2_3_hena_wit\0	u,Wit+4 Men-2 風屬性抗性+10\0	u,Wit+4 Men-2 風屬性抗性+10\0
216	17660	u,LV2 傳說精神紋章\0	a,icon.lv2_3_hena_men\0	u,Men+4 Int-2 神聖屬性抗性+10\0	u,Men+4 Int-2 神聖屬性抗性+10\0
217	17661	u,LV3 巨人力量紋章\0	a,icon.lv3_1_hena_str\0	a,Str+5 Dex-4\0	a,Str+5 Dex-4\0
218	17662	u,LV3 巨人敏捷紋章\0	a,icon.lv3_1_hena_dex\0	a,Dex+5 Con-4\0	a,Dex+5 Con-4\0
219	17663	u,LV3 巨人體質紋章\0	a,icon.lv3_1_hena_con\0	a,Con+5 Str-4\0	a,Con+5 Str-4\0
220	17664	u,LV3 巨人智力紋章\0	a,icon.lv3_1_hena_int\0	a,Int+5 Wit-4\0	a,Int+5 Wit-4\0
221	17665	u,LV3 巨人智慧紋章\0	a,icon.lv3_1_hena_wit\0	a,Wit+5 Men-4\0	a,Wit+5 Men-4\0
222	17666	u,LV3 巨人精神紋章\0	a,icon.lv3_1_hena_men\0	a,Men+5 Int-4\0	a,Men+5 Int-4\0
223	17667	u,LV3 古代力量紋章\0	a,icon.lv3_2_hena_str\0	u,Str+5 Dex-4 火屬性抗性 +15\0	u,Str+5 Dex-4 火屬性抗性 +15\0
224	17668	u,LV3 古代敏捷紋章\0	a,icon.lv3_2_hena_dex\0	u,Dex+5 Con-4 大地屬性抗性+15\0	u,Dex+5 Con-4 大地屬性抗性+15\0
225	17669	u,LV3 古代體質紋章\0	a,icon.lv3_2_hena_con\0	u,Con+5 Str-4 黑暗屬性抗性+15\0	u,Con+5 Str-4 黑暗屬性抗性+15\0
226	17670	u,LV3 古代智力紋章\0	a,icon.lv3_2_hena_int\0	u,Int+5 Wit-4 水屬性抗性+15\0	u,Int+5 Wit-4 水屬性抗性+15\0
227	17671	u,LV3 古代智慧紋章\0	a,icon.lv3_2_hena_wit\0	u,Wit+5 Men-4 風屬性抗性+15\0	u,Wit+5 Men-4 風屬性抗性+15\0
228	17672	u,LV3 古代精神紋章\0	a,icon.lv3_2_hena_men\0	u,Men+5 Int-4 神聖屬性抗性+15\0	u,Men+5 Int-4 神聖屬性抗性+15\0
229	17673	u,LV3 傳說力量紋章\0	a,icon.lv3_3_hena_str\0	u,Str+5 Dex-3 火屬性抗性 +15\0	u,Str+5 Dex-3 火屬性抗性 +15\0
230	17674	u,LV3 傳說敏捷紋章\0	a,icon.lv3_3_hena_dex\0	u,Dex+5 Con-3 大地屬性抗性+15\0	u,Dex+5 Con-3 大地屬性抗性+15\0
231	17675	u,LV3 傳說體質紋章\0	a,icon.lv3_3_hena_con\0	u,Con+5 Str-3 黑暗屬性抗性+15\0	u,Con+5 Str-3 黑暗屬性抗性+15\0
232	17676	u,LV3 傳說智力紋章\0	a,icon.lv3_3_hena_int\0	u,Int+5 Wit-3 水屬性抗性+15\0	u,Int+5 Wit-3 水屬性抗性+15\0
233	17677	u,LV3 傳說智慧紋章\0	a,icon.lv3_3_hena_wit\0	u,Wit+5 Men-3 風屬性抗性+15\0	u,Wit+5 Men-3 風屬性抗性+15\0
234	17678	u,LV3 傳說精神紋章\0	a,icon.lv3_3_hena_men\0	u,Men+5 Int-3 神聖屬性抗性+15\0	u,Men+5 Int-3 神聖屬性抗性+15\0
235	17679	u,LV4 巨人力量紋章\0	a,icon.lv4_1_hena_str\0	a,Str+5 Dex-2\0	a,Str+5 Dex-2\0
236	17680	u,LV4 巨人敏捷紋章\0	a,icon.lv4_1_hena_dex\0	a,Dex+5 Con-2\0	a,Dex+5 Con-2\0
237	17681	u,LV4 巨人體質紋章\0	a,icon.lv4_1_hena_con\0	a,Con+5 Str-2\0	a,Con+5 Str-2\0
238	17682	u,LV4 巨人智力紋章\0	a,icon.lv4_1_hena_int\0	a,Int+5 Wit-2\0	a,Int+5 Wit-2\0
239	17683	u,LV4 巨人智慧紋章\0	a,icon.lv4_1_hena_wit\0	a,Wit+5 Men-2\0	a,Wit+5 Men-2\0
240	17684	u,LV4 巨人精神紋章\0	a,icon.lv4_1_hena_men\0	a,Men+5 Int-2\0	a,Men+5 Int-2\0
241	17685	u,LV4 古代力量紋章\0	a,icon.lv4_2_hena_str\0	u,Str+5 Dex-2 火屬性抗性 +20\0	u,Str+5 Dex-2 火屬性抗性 +20\0
242	17686	u,LV4 古代敏捷紋章\0	a,icon.lv4_2_hena_dex\0	u,Dex+5 Con-2 大地屬性抗性+20\0	u,Dex+5 Con-2 大地屬性抗性+20\0
243	17687	u,LV4 古代體質紋章\0	a,icon.lv4_2_hena_con\0	u,Con+5 Str-2 黑暗屬性抗性+20\0	u,Con+5 Str-2 黑暗屬性抗性+20\0
244	17688	u,LV4 古代智力紋章\0	a,icon.lv4_2_hena_int\0	u,Int+5 Wit-2 水屬性抗性+20\0	u,Int+5 Wit-2 水屬性抗性+20\0
245	17689	u,LV4 古代智慧紋章\0	a,icon.lv4_2_hena_wit\0	u,Wit+5 Men-2 風屬性抗性+20\0	u,Wit+5 Men-2 風屬性抗性+20\0
246	17690	u,LV4 古代精神紋章\0	a,icon.lv4_2_hena_men\0	u,Men+5 Int-2 神聖屬性抗性+20\0	u,Men+5 Int-2 神聖屬性抗性+20\0
247	17691	u,LV4 傳說力量紋章\0	a,icon.lv4_3_hena_str\0	u,Str+5 Dex-1 火屬性抗性 +20\0	u,Str+5 Dex-1 火屬性抗性 +20\0
248	17692	u,LV4 傳說敏捷紋章\0	a,icon.lv4_3_hena_dex\0	u,Dex+5 Con-1 大地屬性抗性+20\0	u,Dex+5 Con-1 大地屬性抗性+20\0
249	17693	u,LV4 傳說體質紋章\0	a,icon.lv4_3_hena_con\0	u,Con+5 Str-1 黑暗屬性抗性+20\0	u,Con+5 Str-1 黑暗屬性抗性+20\0
250	17694	u,LV4 傳說智力紋章\0	a,icon.lv4_3_hena_int\0	u,Int+5 Wit-1 水屬性抗性+20\0	u,Int+5 Wit-1 水屬性抗性+20\0
251	17695	u,LV4 傳說智慧紋章\0	a,icon.lv4_3_hena_wit\0	u,Wit+5 Men-1 風屬性抗性+20\0	u,Wit+5 Men-1 風屬性抗性+20\0
252	17696	u,LV4 傳說精神紋章\0	a,icon.lv4_3_hena_men\0	u,Men+5 Int-1 神聖屬性抗性+20\0	u,Men+5 Int-1 神聖屬性抗性+20\0
253	17697	u,LV5 巨人力量紋章\0	a,icon.lv5_1_hena_str\0	a,Str+5\0	a,Str+5\0
254	17698	u,LV5 巨人敏捷紋章\0	a,icon.lv5_1_hena_dex\0	a,Dex+5\0	a,Dex+5\0
255	17699	u,LV5 巨人體質紋章\0	a,icon.lv5_1_hena_con\0	a,Con+5\0	a,Con+5\0
256	17700	u,LV5 巨人智力紋章\0	a,icon.lv5_1_hena_int\0	a,Int+5\0	a,Int+5\0
257	17701	u,LV5 巨人智慧紋章\0	a,icon.lv5_1_hena_wit\0	a,Wit+5\0	a,Wit+5\0
258	17702	u,LV5 巨人精神紋章\0	a,icon.lv5_1_hena_men\0	a,Men+5\0	a,Men+5\0
259	17703	u,LV5 古代力量紋章\0	a,icon.lv5_2_hena_str\0	u,Str+5 火屬性抗性 +25\0	u,Str+5 火屬性抗性 +25\0
260	17704	u,LV5 古代敏捷紋章\0	a,icon.lv5_2_hena_dex\0	u,Dex+5 大地屬性抗性+25\0	u,Dex+5 大地屬性抗性+25\0
261	17705	u,LV5 古代體質紋章\0	a,icon.lv5_2_hena_con\0	u,Con+5 黑暗屬性抗性+25\0	u,Con+5 黑暗屬性抗性+25\0
262	17706	u,LV5 古代智力紋章\0	a,icon.lv5_2_hena_int\0	u,Int+5 水屬性抗性+25\0	u,Int+5 水屬性抗性+25\0
263	17707	u,LV5 古代智慧紋章\0	a,icon.lv5_2_hena_wit\0	u,Wit+5 風屬性抗性+25\0	u,Wit+5 風屬性抗性+25\0
264	17708	u,LV5 古代精神紋章\0	a,icon.lv5_2_hena_men\0	u,Men+5 神聖屬性抗性+25\0	u,Men+5 神聖屬性抗性+25\0
265	17709	u,LV5 傳說力量紋章\0	a,icon.lv5_3_hena_str\0	u,Str+5 Dex+1 火屬性抗性 +25\0	u,Str+5 Dex+1 火屬性抗性 +25\0
266	17710	u,LV5 傳說敏捷紋章\0	a,icon.lv5_3_hena_dex\0	u,Dex+5 Con+1 大地屬性抗性+25\0	u,Dex+5 Con+1 大地屬性抗性+25\0
267	17711	u,LV5 傳說體質紋章\0	a,icon.lv5_3_hena_con\0	u,Con+5 Str+1 黑暗屬性抗性+25\0	u,Con+5 Str+1 黑暗屬性抗性+25\0
268	17712	u,LV5 傳說智力紋章\0	a,icon.lv5_3_hena_int\0	u,Int+5 Wit+1 水屬性抗性+25\0	u,Int+5 Wit+1 水屬性抗性+25\0
269	17713	u,LV5 傳說智慧紋章\0	a,icon.lv5_3_hena_wit\0	u,Wit+5 Men+1 風屬性抗性+25\0	u,Wit+5 Men+1 風屬性抗性+25\0
270	17714	u,LV5 傳說精神紋章\0	a,icon.lv5_3_hena_men\0	u,Men+5 Int+1 神聖屬性抗性+25\0	u,Men+5 Int+1 神聖屬性抗性+25\0
