id	int1	int2	enable_?	tip[0]	tip[1]
187	1	0	0	u,攻城戰為星期日20:00～22:00一場。\0	a,L2Font-tw.Loading_system_4184_003\0
188	1	0	0	u,當亞丁城和魯因城為黑暗陣營時的星期日 18時(亞丁)和 19時(魯因)會開始舉辦「奪回被搶走的稅金」活動。\0	a,L2Font-tw.Loading_system_4184_003\0
189	3	102	1	u,可利用飛行變身或是透過柯塞勒斯同盟聯合基地的「金剛砂凝結器」移動至裂縫區域。\\n裂縫是專們為了能夠飛行變身的人所設的地方，可透過「旋流之門」申請入場。\0	a,
190	1	102	1	u,格勒西亞大陸可進行空中狩獵。空中的怪物不會直接掉落道具，該道具會直接進入角色的道具視窗中。\0	a,
191	3	102	1	u,完成柯塞勒斯同盟聯合基地內的「工程師雷坤」的任務「適合飛翔的好日子」，即可獲得飛行變身魔法書。\0	a,
192	1	102	1	u,格勒西亞大陸可利用飛行變身狀態移動或狩獵，\\n但是有分能夠飛行變身或解除變身的區域。\0	a,
193	3	0	0	u,亞丁及格勒西亞大陸的移動方法中，新增了「定期飛空艇」及「血盟飛空艇」。\\n「血盟飛空艇」只能在格勒西亞大陸中使用。\0	a,
194	3	0	1	u,要使用血盟飛空艇，血盟必須到達5級以上，並在點擊飛空艇操控舵的狀態之下，\\n使用「 /操作」指令或是「操作動作」來進行操控。\0	a,L2Font-tw.Loading_system_0140_001\0
195	2	102	1	u,在格勒西亞大陸的空中，可使用空中採集技能來採集星石萃取石，只要滿足特定條件，\\n還可在種子狩獵場中使用能量凝結裝置召喚手鐲技能來採集能量凝結石。\0	a,
196	3	102	1	u,完成柯塞勒斯同盟聯合基地的「工程師雷坤」的任務「進行空中採集」，\\n即可獲得可以學習空中採集技能的熟練書。\0	a,
197	2	102	1	u,在陸地進行採集所需的「能量凝結裝置召喚手鐲」可透過柯塞勒斯同盟聯合基地的「托羅尼斯」購買，\\n或是透過不滅之種任務取得。\0	a,L2Font-tw.Loading_system_4184_002\0
198	3	102	0	u,可學習技能的「遺忘祕傳書」，可從一般怪物或首領怪物的狩獵中取得。\0	a,
199	1	0	1	u,裝備比自己等級高的裝備時，將會有一到四階段的懲罰效果，差異越大的階段效果越強大。\0	a,L2Font-tw.Loading_system_4184_002\0
200	3	102	1	u,匕首二刀流只有81級以上匕首及財富獵人職業，覺醒職業能夠使用。\0	a,L2Font-tw.Loading_system_4184_002\0
201	4	0	1	u,魔法師﹑牧師﹑召喚師﹑法師系列的職業，可裝備「符印」道具來替代盾牌。各職業的裝備效果皆不同。\0	a,L2Font-tw.Loading_system_4184_002\0
202	3	102	1	u,將R級以上的道具結晶化時，可獲得製作道具所需的道具或搜魂石﹑強化卷軸等。\0	a,L2Font-tw.Loading_system_4184_002\0
203	1	0	1	u,將一般上衣防具與各部位的稀有防具混合成一套裝備時，將可套用一般套裝特效及稀有特效。\\n但是稀有型上衣防具則不包含在此套裝效果內。\0	a,L2Font-tw.Loading_system_4184_002\0
204	1	0	1	u,怪物掉落的道具若經過十分鐘後扔未拾取，將會自動消失。但是玩家丟棄的道具則不會隨著時間而消失。\0	a,L2Font-tw.Loading_system_4184_002\0
205	2	0	0	u,「命運的私語」任務進行途中，可透過教師卡斯帕選擇要去狩獵巴溫或是\\n傲慢之塔的怪物。\0	a,
206	4	0	1	u,在迷你地圖中，可分別確認「格勒西亞」及舊有的「亞丁」大陸。\0	a,
207	3	0	1	u,若不喜歡點擊滑鼠右鍵時視點位置會回到基本位置的設定時，\\n可從環境設定 → 系統控制/聲音 →控制/保安中，將「滑鼠右鍵無效化」開啟。\0	a,
208	3	0	1	u,將環境設定→遊戲→交流設定選單中的「拒絕隊伍邀請」開啟時，將會自動拒絕隊伍邀請。\0	a,
209	3	0	1	u,在夢幻島中可進行「翰狄的翻轉方塊」迷你遊戲。進行時至少要有四人以上，並以2:2方式進行團隊賽，\\n翻轉最多方塊的隊伍可獲得勝利。\0	a,
210	3	0	1	u,可利用夢幻島代幣購買夢幻的紅色﹑藍色玩具鎚﹑襯衫或是髮飾。\0	a,L2Font-tw.Loading_system_4184_002\0
211	3	0	1	u,為了維持良好的遊戲環境，您可申訴使用非法程式的使用者。若申訴過後想再次重新申訴，\\n必須等指定時間過後才能使用，可使用的申訴點數會在每天的子時初始化。\0	a,
212	1	0	1	u,75級以下未進行三轉的角色，可透過「初學者幫手」及「冒險者助手」取得召喚獸專用輔助魔法。\0	a,
213	1	0	0	u,裝備上透過革命軍所購買而來的革命軍武器的話，即使是等級40的角色也可以使用高威力的技能。\0	a,L2Font-tw.Loading_system_4184_003\0
214	1	102	0	u,參加夢幻結界中的廣場結界/塔之結界，並成功獵殺亞恩奇奈爾時，可獲得「導引罌粟花花瓣」，\\n還可透過結界守護者獲得「王朝」道具。\0	a,
215	2	102	0	u,參加夢幻結界中的廣場結界/塔之結界，並成功獵殺亞恩奇奈爾時，將視為即時地區的首領，並且要等到每日6:30初始化。\\n除此之外的東/西/南/北結界則可以反覆進行狩獵。\0	a,
216	2	0	1	u,進入即時地區的角色，不管是否連線在世界內，到達返回時間時將會全部被返回。\0	a,
217	1	0	1	u,郵件系統分為一般郵件與請求貨款兩種。一般郵件可寄送沒有道具的郵件與有道具的郵件，\\n請求貸款則一定要支付要求金額，才能夠取得郵件。\0	a,
218	1	0	1	u,有時會有利用請求貸款郵件進行詐欺的情況發生。收到郵件時，請務必先確認該郵件為一般郵件還是請求貸款的郵件。\0	a,
219	3	0	1	u,只能在安全區域中寄送或收取郵件。\0	a,
220	3	0	1	u,若郵件還沒傳遞到收件人手中，可隨時取消傳送。收件人還沒開啟郵件時，也可取消傳送。\0	a,
221	4	0	1	u,郵件超過15天未收下時，該郵件會自動退回給寄件者。沒有附上道具的郵件則不會退回，直接以刪除處理。\0	a,
222	1	0	1	u,若道具是被寄送的狀態（一般﹑請款），將不會套用收費服務。\\n若附上道具的郵件已經寄出了，請在維護時間之前確認對方是否有獲得道具，若還沒獲得道具，請馬上將郵件退回。\0	a,
223	3	0	0	u,因新增了郵件系統，因此負責貨物的倉庫管理員功能變更成一般倉庫功能了。以後再也無法使用貨物倉庫了。\0	a,
224	4	0	0	u,「奪回被搶走的稅金」活動舉辦時，可以破壞黑暗城堡的城門，而擊倒黑暗侍衛隊長時將可以將活動初始化。\0	a,
225	2	0	1	u,持有道具的寵物若被「收回」，寵物召喚的相關道具將無法進行交易（交換/個人商店/郵件）。將寵物收回之前，請先回收道具。\0	a,
226	3	0	1	u,「道具回購」系統可重新將不小心賣掉的道具買回。\\n結束連線時，將無法進行回購。\0	a,L2Font-tw.Loading_system_4184_002\0
227	4	0	1	u,可回購的道具是以十二項最近販售過的道具為基準，因此最多也只能回購十二種道具。重新開始遊戲時將無法進行回購。\0	a,L2Font-tw.Loading_system_4184_002\0
228	1	0	1	u,在所有商人的「交易」連結中，可進行「購買/販售/回購」的所有交易行為。\0	a,L2Font-tw.Loading_system_4184_002\0
229	3	0	1	u,在技能視窗（Alt+K）中按下「技能強化」按鈕時，即可確認可進行強化的技能。\\n技能強化時必須消耗巨人的經典（覺醒後需要刻印祕傳書）及金幣與SP。\0	a,
230	2	0	0	u,76級以上並完成三轉的樞機主教﹑伊娃聖者﹑席琳聖者職業，可利用「神聖香盒」來取得不同種族牧師職業的部分技能。\0	a,
231	3	0	0	u,為了用「技能連結」取得一個技能，必須擁有一個「神聖香盒」。「神聖香盒」可從完成三轉的酬勞中獲得。\0	a,
232	1	0	0	u,以「技能連結」取得的技能，可找技能訓練師移除。要移除以「技能連結」取得的技能，必須花費一千萬金幣，\\n但是可收到退回的「神聖香盒」。移除時，所有以「技能連結」取得的技能都會消失。\0	a,
233	1	0	1	u,角色在登入遊戲的前十分鐘內，將不會受到主動攻擊型怪物的攻擊。但是連線超過十分鐘之前，進行除了「/脫逃」之外的任何行動，將會被主動型怪物攻擊。\0	a,
234	1	0	1	u,「初學者幫手」﹑「冒險者助手」的輔助魔法，只有未進行三轉的75級以下角色才可接受。\0	a,
235	1	0	1	u,按下鍵盤的PageUp鍵時，鏡頭的視點將會依序切換成第一人稱﹑第三人稱（頭部）﹑第三人稱（腰部）。\0	a,
236	1	0	1	u,角色的最高等級從85級調高到99級了，所有等級之間所需的升級經驗值量則降低了。\0	a,
237	1	0	1	u,新增了各種族的特性技能。種族特性技能可完成「覺醒」任務後取得。\0	a,
238	2	103	1	u,覺醒職業中，維因召喚士可同時召喚多數的召喚獸。\\n召喚獸情報及動作與以往一樣，必須雙擊召喚獸確認。可同時召喚出來的召喚獸數量，\\n會依照被動技能「極致精通召喚」所指定的召喚點數而有所不同。\0	a,
239	1	0	1	u,新增了支付小額手續費即可委託販售道具的「代售系統」。\\n「代售系統」可透過各村莊的「代售管理者」使用，若「代售系統」中已有登錄的道具存在，將無法刪除角色或進行移民。\0	a,
240	1	103	1	u,新增了85級以上的角色可裝備的道具。\\n新道具分為R﹑R95﹑R99級。\0	a,L2Font-tw.Loading_system_4184_002\0
241	2	103	1	u,R級以上的武器中，沒有闇天使專屬的武器，全部都是沒有種族限制的自由裝備武器。\\n闇天使種族在覺醒後，可裝備S級以上的重裝﹑輕裝﹑長袍防具。\0	a,L2Font-tw.Loading_system_4184_002\0
242	3	103	1	u,R級以上的武器中，沒有物理型雙手鈍器，但是有新增雙鈍器。\0	a,L2Font-tw.Loading_system_4184_002\0
243	1	103	1	u,一天一次可在隊伍狩獵場中，每人可獲得「冒險者憑證」一個。透過即時地區中登場的「冒險家會員」，可將憑證交換成印章。\0	a,
244	1	0	1	u,「束縛」﹑「一般」﹑「祝福」道具皆可賦予特殊能力﹑精煉﹑賦予屬性﹑強化。\\n但是「束縛」道具不可交換﹑丟棄﹑開設個人商店﹑代售﹑郵寄﹑移除特殊能力。\0	a,L2Font-tw.Loading_system_4184_002\0
245	1	0	1	u,「束縛」﹑「一般」﹑「祝福」道具皆可賦予特殊能力﹑精煉﹑賦予屬性﹑強化。\\n但是「束縛」道具不可交換﹑丟棄﹑開設個人商店﹑代售﹑郵寄﹑移除特殊能力。\0	a,L2Font-tw.Loading_system_4184_002\0
246	1	103	1	u,強化R級以上的道具時，「束縛」與「一般」道具的能力值提升幅度皆相同。\\n強化「祝福」道具時，提升的幅度比「束縛」或「一般」道具高。\0	a,L2Font-tw.Loading_system_4184_002\0
247	2	0	1	u,亞丁之王阿瑪戴歐將已經被席琳吸取所有力量而僅存死亡氣息的地下墓穴及古代公墓封閉了起來。\\n世界中再也不會有「貪慾」﹑「啟示」﹑「戰亂」的封印效果。黑暗的祭典及次元的裂痕也再也無法進入。\0	a,
248	1	0	1	u,以往以帳號單位給予的活力，變更成角色為單位了。主/副職業之間也不會共享活力而以獨立的方式啟用。\0	a,
249	1	0	1	u,有活力點數時，經驗值與SP的取得可增加到300%。活力點數會在每週三維護時初始化。\0	a,
250	2	0	1	u,配合覺醒職業的數目，英雄選拔角色也變更為8名了。\0	a,
251	1	101	1	u,創新角色並執行必要的任務時，將可快速的成長。\0	a,
252	3	0	1	u,想要在「埃薩吉拉遺蹟地」確認自己的位置時，可從地圖中確認。\0	a,
253	3	101	1	u,位於進行一轉的場地貝莉絲迷宮的滲透軍官，會提供有用的資訊。\0	a,
254	2	103	1	u,為了進行「黑暗的放逐地」，必須使用「巨型砲彈」來發射大砲。\0	a,
255	2	0	1	u,選擇選單中的「博物館統計資料」即可瀏覽自己與伺服器的各種記錄。\0	a,
256	4	103	1	u,85~89級的玩家可透過殄滅之種碼頭周圍，發著紅色亮光的傳送門進入產室戰。\0	a,L2Font-tw.Loading_system_4184_003\0
257	3	103	1	u,為了要解除伊絲蒂娜的爆走，一定要有「能量控制裝置」。\\n請務必找「魯米艾爾」聊聊。\0	a,
258	1	103	1	u,覺醒的玩家可透過狩獵場的「因次守門人」來輕易的移動至符合自己等級的狩獵場。\0	a,
259	2	102	1	u,格勒西亞的種子狀態，可透過格勒西亞大陸的迷你地圖確認。\0	a,
260	1	0	1	u,自動替代申請/解除，可從動作視窗的隊伍動作中使用「隊伍自動搜尋開始」﹑「結束」。\0	a,
261	3	0	1	u,狩獵首領地區﹑無法召喚的地區﹑攻略完成後返回的即時區域﹑登錄戰場的角色﹑\\n參加PVP或是位於該區的角色都無法使用自動替代系統。\0	a,
262	4	0	1	u,以自動替代系統接收隊員時，可獲得「瞬間無敵」及「集中力提高」的魔法效果。\0	a,
263	1	0	1	u,血盟學院畢業的時間點為從二轉變更為三轉時。\0	a,
264	1	0	1	u,血盟學院學員可得到血盟主及監護人的輔助魔法。\0	a,
265	1	0	1	u,加入血盟學院的限制從未滿40級並還沒有完成二轉的角色變更為未滿76級且沒有完成三轉的角色。\0	a,
266	2	0	1	u,可透過血盟學院任務讓血盟﹑監護人﹑學院學員全部得到報酬。\0	a,
267	3	0	1	u,70級以上的血盟學院學員可執行「我的靈氣」來獲得有S級效果的A級戒指「導師戒指」。\0	a,
268	1	0	1	u,血盟學院學員畢業時血盟可獲得的聲望值變更成從入學院的時間點開始計算，最少290點～最多2000點。\0	a,
269	2	0	1	u,血盟學院畢業生每次累積到10名時，血盟可額外獲得1000點的聲望值。\0	a,
270	3	0	1	u,學院的「頭箍」原本只要從血盟學院畢業即可獲得，將此變更為完成血盟學院任務後得到的獎勵。\0	a,
271	1	103	1	u,每月1日及15日，可組成14名~35名的成員參加「班卓斯騎士團 – 安塔瑞斯遠征」。\0	a,
272	2	103	1	u,「班卓斯 騎士團 – 安塔瑞斯遠征」是即時地區型態的安塔瑞斯首領戰，因此可組織少數成員去挑戰安塔瑞斯。\0	a,
273	2	103	1	u,只要是90級以上的角色，任何人都可以挑戰「班卓斯 騎士團 – 安塔瑞斯遠征」。\0	a,
274	3	103	1	u,若將「班卓斯 騎士團 – 安塔瑞斯遠征」的「龍之談判者」放任不管，「龍之談判者」會自我犧牲來替安塔瑞斯補滿HP。\0	a,
275	2	103	1	u,「班卓斯 騎士團 – 安塔瑞斯遠征」挑戰成功時，別忘了找「雷修」取得班卓斯的報酬！\0	a,
276	3	103	1	u,瑪格門領地內的創世庭園，可透過古都亞爾康村莊的守門人或利用東南方的傳送裝置到達。\\n在創世庭園中可進行「阿芙蘿絲狩獵」，會隨著世界的時間而展開活動。\0	a,
277	2	103	1	u,瑪格門領地內的創世庭園為90級以上的隊伍狩獵場，細分為有著被動怪物的一般區域及主動怪物的庭園區域。\0	a,
278	1	103	1	u,85級以上的覺醒貴族可參加奧林匹亞。\0	a,L2Font-tw.Loading_system_4184_004\0
279	1	103	1	u,奧林匹亞競賽的進行時間為，週五﹑週六﹑週日的下午6時～凌晨0時，共進行六小時。申請參加的時間為下午6時～11:40之間。\0	a,L2Font-tw.Loading_system_4184_004\0
280	1	103	1	u,奧林匹亞競賽分為第1~第3週的無限制戰，第4週（第5週）的職業戰。\0	a,L2Font-tw.Loading_system_4184_004\0
281	2	102	1	u,宣戰只能對5個血盟進行。但是接受宣戰的次數則不限。\0	a,
282	2	102	1	u,宣戰後有三天（72小時）的撤銷時間。三天後血盟戰鬥會自動開始，可撤銷的時間內對方血盟宣佈雙方宣戰時，血盟戰鬥會立即開始。\0	a,
283	2	102	1	u,宣戰的血盟有三天的時間可以撤銷宣戰。\0	a,
284	2	102	1	u,血盟戰爭開始後經過三週（21天），血盟戰爭會自動結束，並決定出勝負。\0	a,
285	3	102	1	u,血盟戰鬥的勝負會影響各血盟成員的殺敵﹑死亡數值。\0	a,
286	2	102	1	u,血盟戰鬥開始後經過一週（7天），可向對方血盟宣佈戰敗。\\n戰敗的宣佈可透過「/宣佈戰敗」指令或是從血盟動作視窗內的「宣佈戰敗」動作來進行。\0	a,
287	3	102	1	u,財富的鐵匠及財富的商人會隨機出現在11個村莊中。\0	a,
288	4	102	0	u,原本只能從地下墓穴及古代公墓中獲得的「提升祕傳書」，已經可以從一般區域的怪物身上獲得了。\0	a,L2Font-tw.Loading_system_4184_002\0
289	3	102	1	u,補給型根據地會在週六及週日進行競賣，得標後可使用28天。\0	a,
290	1	0	1	u,可透過技能視窗（Alt+K）隨時隨地學習新技能。\0	a,
291	3	102	1	u,可從副職業中選擇一個職業來成為雙職業。\0	a,
292	3	102	1	u,可透過說話之島的「雷亞尼」來新增副職業。\0	a,
293	2	102	1	u,原本要透過NPC才可變更副職業的方式，變更成可透過角色資訊視窗（Alt+T）變更職業了。\\n除了部分的特定區域外，所有區域都可以自由的變更職業。\\n變更職業時，會得到「身分混亂」的影響，因此會有一段時間的戰鬥力下降，並且無法使用技能及道具的負面效果。\0	a,
294	2	102	1	u,變更職業時會出現的「身分混亂」狀態，會使角色在一段時間內戰鬥力下降，並且無法使用技能及道具。\0	a,
295	3	102	1	u,技能強化失敗時，強化會被初始化。若要阻止初始化，可使用「巨人的經典 熟練篇」﹑「刻印祕傳書 熟練篇」。\0	a,
296	3	103	1	u,從奧爾比斯神殿獲得的「奧爾比斯古代英雄之盾」可透過古都亞爾康的「萊克斯」變換成「研磨的古代英雄之盾」，\\n並且可用在歐塔比斯首領戰中除掉「腐蝕的黑暗地區」時使用，還可將歐塔比斯的強力技能無效化。\0	a,
297	4	103	0	u,在歐塔比斯首領戰中使用的「古代英雄之盾」，可拿去亞爾康的「萊克斯」進行研磨。\0	a,
298	3	103	1	u,在奧爾比斯神殿中受到「腐蝕的黑暗」詛咒而變成變身體時，\\n可使用「狀態轉移」技能將怪物或其他玩家的變身狀態轉移，即可解除變身體。\0	a,
299	4	103	1	u,挑戰巴爾勒時，可使用「監獄門鑰匙」鑰匙將水晶高崙釋放，來獲得戰鬥的協助。\0	a,
300	1	0	1	u,官方活動是能夠讓全伺服器的玩家一起參予的共同任務，隨時都有可能進行。\0	a,
301	4	103	1	u,在地蟲巢穴﹑安塔瑞斯巢穴﹑伊絲蒂娜首領戰﹑歐塔比斯首領戰﹑巴洛克首領戰﹑巴爾勒首領戰空間內，可把鏡頭拉的很遠。\0	a,
302	2	102	1	u,「無名的靈魂之故事」任務沒有人員的限制，但是要積極的參予狩獵戰鬥。\0	a,
303	3	102	1	u,在沉默修道院的2樓秘密的房間內進行迷你遊戲時，可獲得報酬。\0	a,
304	2	0	1	u,成功挑戰40級左右的欲界的隊伍，可直接進行連貫的隊伍任務。\0	a,
305	3	103	1	u,瑪格門領地的「妖精殖民地」中，到處都可以看到「繭」。\\n對著「繭」使用「微光」道具，就會出現變異的怪物。獵殺此怪物可得到很好的獎賞。\0	a,L2Font-tw.Loading_system_4184_002\0
306	3	103	1	u,特拉贊居所與寶石居所是沒有使用時間限制的重覆型即時地區。\0	a,
307	2	103	1	u,奧爾比斯神殿及哈勒那克迷宮中新增了地區任務系統。\\n以隊伍的狀態進入狩獵場時，即可自動取得地區任務。\\n必須在限制時間內達成目標的數量，即可依照貢獻順序而得到獎勵。\0	a,
308	2	0	1	u,按下地圖的標示位置, 世界情報的按鈕時，即可看到村莊及狩獵場之間的傳送情報。\0	a,
309	2	0	1	u,透過NPC確認任務清單時，加強了可執行的任務標示功能。在清單中確認的任務時，藍色為可執行﹑紅色為無法執行﹑灰色為已完成的任務。\0	a,
310	1	103	1	u,<伊絲蒂娜的居所>\\n創造種子內大多數種族的創造主伊絲蒂娜的要塞。\0	a,L2Font-tw.Loading_Hunt_8599_001\0
311	1	103	1	u,<哈勒那克地下遺蹟>\\n有嚴重疑心病的古代巨人之王哈勒那克自王妃死後就將自己關閉在地下遺蹟，\\n也被視為哈勒那克的墳墓。\0	a,L2Font-tw.Loading_Hunt_8599_002\0
312	1	103	1	u,<血之沼澤>\\n越過黑暗精靈森林即可看到受到席琳的影響而永遠覆蓋在黑紅色迷霧的巨大沼澤，充斥著血腥的味道。\0	a,
313	1	103	1	u,<創世庭園>\\n眾神們將有收藏價值的創世獸配置在此庭院中。\\n腐蝕的黑暗受到席琳的命令而開始覬覦著創世庭園的古代創世獸阿芙蘿絲的力量。\0	a,L2Font-tw.Loading_Hunt_8599_003\0
314	1	103	1	u,<天運之地>\\n過去曾反抗過眾神的反叛軍被歐塔比斯屠殺的地方。\\n沉睡在此處的反叛軍的靈魂們因普倫的登場還甦醒。\0	a,
315	1	103	1	u,<特拉贊>\\n從地蟲的卵中孵化而出的幼小地蟲，位於米索莉礦山的深處。\\n雖然比地蟲的體型小，但是其體型、破壞力以及毒性都不容忽視。\0	a,L2Font-tw.Loading_Hunt_8599_005\0
316	1	103	1	u,<地蟲>\\n席琳為了完成巨大的犧牲而派往物質界的地獄使者，也是地獄之門。\\n迷惑生命體並使他犧牲，並將該犧牲的能量吞入口中，傳送到處於暗之精靈界的席琳。\0	a,L2Font-tw.Loading_Hunt_8599_006\0
317	1	103	1	u,<安塔瑞斯>\\n席琳所生下的六大龍之一，大地屬性的龍。與眾神戰鬥時受到嚴重的傷害，從此就躲藏在位於奇岩的龍之谷。\\n擔心隨時會復活的人類找來了大魔法師帕黎恩將安塔瑞斯封印了起來，\\n但是最終還是被席琳派去的魔物將封印打破。\\n最後與太初時代的惡魔之一瑪洛克締結契約，並命令麾下的眾惡魔們，準備協助席琳完成巨大的犧牲。\0	a,L2Font-tw.Loading_Hunt_8599_007\0
318	1	103	1	u,<獵人之谷>\\n位於獵人村莊南方的峽谷，獵人們的主要活動地區，裡面有很多巨大又強力的怪物。\0	a,
319	1	102	1	u,<象牙塔噴火口>\\n將歐瑞的象牙塔包圍起來的噴火口，傳說在遠古時代有隕石墜落在此處。\0	a,
320	1	102	1	u,<鱷魚島>\\n充斥著兇猛鱷魚的棲息地，很久以前從阿貝拉地區流入的鱷魚，近期突然數量暴增，並威脅著居民們。\0	a,
321	1	102	1	u,<孢子之海>\\n精靈與人類為了賭上大陸的霸權而引起激烈戰爭的地方，因使用了過度的魔法能力，使該地區的自然生態完全破壞，因此所有生物都無法生存於此地。\0	a,L2Font-tw.Loading_Hunt_4184_001\0
322	1	102	1	u,<克魯瑪高塔>\\n巨人們為了研究克魯瑪而建造的研究所兼要塞，但是就在巨人時代即將結束時，大地神獸克魯瑪也跟著消聲匿跡。\\n現在只留下巨人們所建造的研究所以及研究所的副產品。\0	a,
323	1	102	1	u,<榮耀的平原>\\n位於亞丁城鎮西方的平原，亞丁城鎮攻防戰當時，亞丁人在艾爾摩立下勝利的地方。\\n目前有一部分成為了賽勒諾斯的棲息地。\0	a,
324	1	102	1	u,<魔道的森林>\\n象牙體噴火口周邊的叢林，受到隕石之力的影響，使周圍的怪物都變得極度危險。\0	a,
325	1	102	1	u,<妖精谷>\\n傳說妖精種族在艾爾摩亞丁時代既已滅種，事實上他們躲藏在峽谷之中延續著種族的命脈。\0	a,L2Font-tw.Loading_Hunt_4184_002\0
326	1	102	1	u,<帝國之墓>艾爾摩亞丁帝國時代的王族被埋葬的墓地，到現在只要有高貴的貴族或聖人去世時也會埋葬在此處。\0	a,
327	1	102	1	u,<巨人洞穴>\\n被遺忘的巨人們的遺物還存活著的地方，到處可見下巨人遺跡相關的遺留品。\0	a,
328	1	102	1	u,<殺戮的大地>\\n毀壞的城堡外部的激戰地，艾爾摩軍為了佔領城堡而使用了大量的毒物，之後就成了不死生物徘徊的地方。\0	a,
329	1	102	1	u,<寒冬迷宮>\\n艾爾摩亞丁帝國的魔公女梅莉莎所統治的峽谷，峽谷的地形像迷宮般的複雜。\\n曾經被稱為夏之迷宮，但是自從梅莉莎覺醒後成為冰雪女王芙蕾雅之後，\\n該地區遭受「冬之詛咒」而變成了被冰雪覆蓋的寒冬迷宮。\0	a,L2Font-tw.Loading_Hunt_4184_003\0
330	1	102	1	u,<聖者之谷>\\n此通路可通往以悠久的歷史而聞名的索黎那修道會所屬的沉默修道院，\\n過去曾經是埋葬著獲有殷海薩教壇的聖者稱號的聖職者們的聖地。\0	a,
331	1	102	1	u,<亡者的森林>\\n原本是魯因一帶的望族潘 哈曼家族的領地，後來因潘 哈曼家族的反叛及相繼而來的討罰，使此地變成了廢墟的叢林。\0	a,
332	1	102	1	u,<野獸的庭園>\\n高達特城鎮及高達特城的周邊棲息著許多野獸。\\n從以前就以嚴苛的環境而聞名的高達特，凶暴的野獸就棲息在城鎮的近處。\0	a,
333	1	102	1	u,<諸侯的聖壇>\\n將艾爾摩亞丁帝國的貴族聚集起來，並對皇帝的墳墓表示敬意的地方。\\n這裡也是讓無法前往帝國之墓的平民等待著前去帝國之墓的人的地方。\0	a,
334	1	102	1	u,<帕比爾遺蹟>\\n下巨人時代一個名為「帕比爾」的巨人曾經在這裡研究氣候的研究所。\0	a,L2Font-tw.Loading_Hunt_4184_004\0
335	1	102	1	u,<溫泉地帶>\\n受到諸神的熔爐影響而變成了火山地帶，附近的地下水也因此而變成溫泉的地區。這裡有很多前來休息的動物及怪物棲息著。\0	a,L2Font-tw.Loading_Hunt_4184_005\0
336	1	102	1	u,<寂靜之谷>\\n位於巨人洞穴下方的小盆地。大部分的人只知道巨人洞穴這個巨大的遺跡，只有少數的冒險家知道此處，並喜歡來這裡尋找被遺忘的古代人的痕跡。\0	a,
337	1	102	1	u,<巴瑞卡賽勒諾斯兵營>\\n最強的傭兵集團巴瑞卡賽勒諾斯們趁亞丁艾爾摩戰爭的混亂而支配著這塊區域。\0	a,
338	1	102	1	u,<最後的皇陵>\\n艾爾摩亞丁帝國的末代王子芙琳泰沙所躲藏起來的皇家的秘密墳墓。\\n目前由惡魔化的芙琳泰沙親衛隊們駐守在此處，並且有很多種幽靈徘徊著。\0	a,
339	1	102	1	u,<巴拉卡斯巢穴>\\n有著火龍巴拉卡斯據點的火山地帶。\\n為了守護巴拉卡斯，只要是闖入的人類，通通都會被巴拉卡斯的手下毫不留情的處決掉。\0	a,L2Font-tw.Loading_Hunt_4184_006\0
340	1	102	1	u,<惡靈巢穴>\\n原本是半獸人王國的都市之一，目前被墮落的半獸人咒術師巴蘭卡支配著。\0	a,L2Font-tw.Loading_Hunt_4184_007\0
341	1	101	1	u,<埃薩吉拉遺蹟地>\\n前期巨人時代的巨人王哈勒那克所豎立的埃薩吉拉王宮的一部分。\\n因墜落於地面而大大的受損。\0	a,L2Font-tw.Loading_Hunt_0140_001\0
342	1	103	1	u,新增了確認角色的等級與職業後，自動進行隊伍配對的自動替代系統。\0	a,L2Font-tw.Loading_system_8599_002\0
343	1	103	1	u,一起來體驗一下可以與同一個時間上線的所有玩家一起進行的活動任務吧。\0	a,L2Font-tw.Loading_system_8599_003\0
344	2	103	1	u,在「渾沌祭典」中禁止聊天，也無法確認其他角色的名稱。\0	a,
345	2	103	1	u,基洛德要塞在遊戲時間進入夜晚時，將會有白天無法見到的怪物出現。\0	a,
346	2	103	1	u,成功擊倒塔武提(一般，極限)一定次數以上的話，週期將從一般狀態變更為玩家占領的狀態。\0	a,
347	2	103	1	u,可透過位在柯塞勒斯同盟聯合基地內的飛行裝置，傳送到不滅/破滅/殄滅/業火之種。\0	a,
348	2	103	1	u,種子護身符和現有的護身符不同，並沒有時間的限制，\\n升級到「憧憬的護身符」之後，經過封印的程序就可交易/買賣。\0	a,
349	1	0	1	u,攻城戰是每兩周進行一次，進行時間為周日的20:00開始到22:00為止。\0	a,
350	1	0	1	u,開啟「黑暗」政治的領地將可徵收稅金，\\n開啟「光輝」政治的領地將無法徵收稅金。\0	a,
351	3	0	1	u,就算變更技能的昇華方式，強化數值也不會下降。\0	a,
352	3	103	1	u,具備「侯爵」以上爵位的角色，在消耗血盟聲望值後，可以使用召換血盟旗幟的技能。\0	a,
353	2	103	1	u,移動至渾沌祭典競技場時，只有冷卻時間為15分鐘以下的技能才會被初始化。\0	a,
354	3	103	1	u,渾沌祭典中的獎勵報酬，只有當系統判定為正常退場時才能獲得。\\n戰敗後，以觀戰模式退出或任意向外移動時，將不會給予獎勵報酬。\0	a,
355	3	103	1	u,同時裝備種子護身符和高級種子護身符的情況下，只有高級種子護身符能發揮效用。\0	a,
