npc_id	skill_id	seq_name	skill_name	npc_name	npc_class
21183	4092	atk01	a,s_npc_spirit_puma\0	a,lilim_knight_lord\0	a,LineageMonster2.lilim_knight_10_bi\0
21186	4092	atk01	a,s_npc_spirit_puma\0	a,lilim_knight_guardian\0	a,LineageMonster2.lilim_knight_10_bi\0
21295	4092	atk01	a,s_npc_spirit_puma\0	a,antelope_slave\0	a,LineageMonster2.antelope\0
21304	4092	atk01	a,s_npc_spirit_puma\0	a,grendel_slave\0	a,LineageMonster2.bionic_bear\0
21315	4092	atk01	a,s_npc_spirit_puma\0	a,thermal_buffalo\0	a,LineageMonster2.buffalo\0
21318	4092	atk01	a,s_npc_spirit_puma\0	a,thermal_antelope\0	a,LineageMonster2.antelope\0
21320	4092	atk01	a,s_npc_spirit_puma\0	a,thermal_yeti\0	a,LineageMonster.yeti_20_bi\0
21323	4092	atk01	a,s_npc_spirit_puma\0	a,thermal_grendel\0	a,LineageMonster2.bionic_bear\0
21350	4092	atk01	a,s_npc_spirit_puma\0	a,varka_silenos_grunt\0	a,LineageMonster2.barka_silenos_hunter\0
21452	4092	atk01	a,s_npc_spirit_puma\0	a,alpine_kukaburo_2_war_a1\0	a,LineageMonster2.baby_ostrich\0
21453	4092	atk01	a,s_npc_spirit_puma\0	a,alpine_kukaburo_2_wiz_a1\0	a,LineageMonster2.baby_ostrich\0
21454	4092	atk01	a,s_npc_spirit_puma\0	a,alpine_kukaburo_2_war_a2\0	a,LineageMonster2.baby_ostrich\0
21455	4092	atk01	a,s_npc_spirit_puma\0	a,alpine_kukaburo_2_wiz_a2\0	a,LineageMonster2.baby_ostrich\0
21456	4092	atk01	a,s_npc_spirit_puma\0	a,alpine_kukaburo_2_war_i1\0	a,LineageMonster2.baby_ostrich\0
21457	4092	atk01	a,s_npc_spirit_puma\0	a,alpine_kukaburo_2_wiz_i1\0	a,LineageMonster2.baby_ostrich\0
21458	4092	atk01	a,s_npc_spirit_puma\0	a,alpine_kukaburo_2_war_i2\0	a,LineageMonster2.baby_ostrich\0
21459	4092	atk01	a,s_npc_spirit_puma\0	a,alpine_kukaburo_2_wiz_i2\0	a,LineageMonster2.baby_ostrich\0
21490	4092	atk01	a,s_npc_spirit_puma\0	a,alpine_cougar_2_war_a1\0	a,LineageMonster2.baby_tiger\0
21491	4092	atk01	a,s_npc_spirit_puma\0	a,alpine_cougar_2_wiz_a1\0	a,LineageMonster2.baby_tiger\0
21492	4092	atk01	a,s_npc_spirit_puma\0	a,alpine_cougar_2_war_a2\0	a,LineageMonster2.baby_tiger\0
21493	4092	atk01	a,s_npc_spirit_puma\0	a,alpine_cougar_2_wiz_a2\0	a,LineageMonster2.baby_tiger\0
21494	4092	atk01	a,s_npc_spirit_puma\0	a,alpine_cougar_2_war_i1\0	a,LineageMonster2.baby_tiger\0
21495	4092	atk01	a,s_npc_spirit_puma\0	a,alpine_cougar_2_wiz_i1\0	a,LineageMonster2.baby_tiger\0
21496	4092	atk01	a,s_npc_spirit_puma\0	a,alpine_cougar_2_war_i2\0	a,LineageMonster2.baby_tiger\0
21497	4092	atk01	a,s_npc_spirit_puma\0	a,alpine_cougar_2_wiz_i2\0	a,LineageMonster2.baby_tiger\0
21641	4092	atk01	a,s_npc_spirit_puma\0	a,ogre_l_a\0	a,LineageMonster.ogre\0
22186	4092	atk01	a,s_npc_spirit_puma\0	a,grudge_fighter\0	a,LineageMonster.orc_shaman\0
18006	4094	atk01	a,s_npc_cancel1\0	a,malruk_lord_a\0	a,LineageMonster.death_blader\0
20214	4094	atk01	a,s_npc_cancel1\0	a,excuro\0	a,LineageMonster.mana_vampire\0
20219	4094	atk01	a,s_npc_cancel1\0	a,validus\0	a,LineageMonster.grave\0
20610	4094	atk01	a,s_npc_cancel1\0	a,flame_viewer\0	a,LineageMonster.monster_eye\0
20617	4094	atk01	a,s_npc_cancel1\0	a,water_observer\0	a,LineageMonster.magical_weaver\0
20627	4094	atk01	a,s_npc_cancel1\0	a,malruk_lord\0	a,LineageMonster.death_blader\0
20639	4094	atk01	a,s_npc_cancel1\0	a,mirror\0	a,LineageMonster.mirror\0
20658	4094	atk01	a,s_npc_cancel1\0	a,lesser_giant_elder\0	a,LineageMonster.lesser_giant_mage\0
20672	4094	atk01	a,s_npc_cancel1\0	a,trives\0	a,LineageMonster.serpent_slave\0
20797	4094	atk01	a,s_npc_cancel1\0	a,blade_stakato_drone\0	a,LineageMonster.blade_stakato_drone\0
20802	4094	atk01	a,s_npc_cancel1\0	a,theeder_mage\0	a,LineageMonster.theeder\0
20810	4094	atk01	a,s_npc_cancel1\0	a,seer_of_hallate\0	a,LineageMonster.field_stalker\0
20822	4094	atk01	a,s_npc_cancel1\0	a,hallates_maiden\0	a,LineageMonster.bloody_queen\0
20828	4094	atk01	a,s_npc_cancel1\0	a,platinum_tribe_shaman\0	a,LineageMonster.kel_mahum_witch_doctor\0
20847	4094	atk01	a,s_npc_cancel1\0	a,vale_master\0	a,LineageMonster.vale_master\0
20859	4094	atk01	a,s_npc_cancel1\0	a,guardian_angel_r\0	a,LineageMonster.angel\0
21003	4094	atk01	a,s_npc_cancel1\0	a,float_of_grave\0	a,LineageMonster.liviona\0
21068	4094	atk01	a,s_npc_cancel1\0	a,guardian_arch_angel_r\0	a,LineageMonster.angel\0
21165	4094	atk01	a,s_npc_cancel1\0	a,ancient_saint_vision\0	a,LineageMonster.shadeless\0
21176	4094	atk01	a,s_npc_cancel1\0	a,lilim_sorceror\0	a,LineageMonster2.lilim_wizard_10_sm\0
21179	4094	atk01	a,s_npc_cancel1\0	a,lilim_priest\0	a,LineageMonster2.lilim_wizard_10_sm\0
21182	4094	atk01	a,s_npc_cancel1\0	a,lilim_adviser\0	a,LineageMonster2.lilim_wizard_10_bi\0
21185	4094	atk01	a,s_npc_cancel1\0	a,lilim_archmage\0	a,LineageMonster2.lilim_wizard_10_bi\0
21197	4094	atk01	a,s_npc_cancel1\0	a,nephilim_priest\0	a,LineageMonster2.nephilim_priest_10_sm\0
21200	4094	atk01	a,s_npc_cancel1\0	a,nephilim_bishop\0	a,LineageMonster2.nephilim_priest_10_sm\0
21203	4094	atk01	a,s_npc_cancel1\0	a,nephilim_highpriest\0	a,LineageMonster2.nephilim_priest_10_bi\0
21206	4094	atk01	a,s_npc_cancel1\0	a,nephilim_cardinal\0	a,LineageMonster2.nephilim_priest_10_bi\0
21301	4094	atk01	a,s_npc_cancel1\0	a,eye_of_nightmare\0	a,LineageMonster.field_stalker\0
21302	4094	atk01	a,s_npc_cancel1\0	a,watching_eye\0	a,LineageMonster2.parasitic_eye\0
21522	4094	atk01	a,s_npc_cancel1\0	a,brilliant_claw_1\0	a,LineageMonster.dark_fencer\0
21528	4094	atk01	a,s_npc_cancel1\0	a,brilliant_wrath_1\0	a,LineageMonster.dark_fencer\0
21534	4094	atk01	a,s_npc_cancel1\0	a,brilliant_will_1\0	a,LineageMonster.dark_fencer\0
21538	4094	atk01	a,s_npc_cancel1\0	a,brilliant_fang_1\0	a,LineageMonster.dark_fencer\0
21635	4094	atk01	a,s_npc_cancel1\0	a,vale_master_1\0	a,LineageMonster.vale_master\0
21636	4094	atk01	a,s_npc_cancel1\0	a,vale_master_2\0	a,LineageMonster.vale_master\0
21637	4094	atk01	a,s_npc_cancel1\0	a,crimson_vale_master\0	a,LineageMonster.vale_master_20_bi\0
20642	4096	atk01	a,s_npc_hawk_eye1\0	a,harit_lizardman_archer\0	a,LineageMonster.zenta_lizardman_scout\0
20757	4096	atk01	a,s_npc_hawk_eye1\0	a,talakin_raider\0	a,LineageMonster.ol_mahum\0
21314	4096	atk01	a,s_npc_hawk_eye1\0	a,thermal_bandersnatchling\0	a,LineageMonster2.bandersnatch\0
21317	4096	atk01	a,s_npc_hawk_eye1\0	a,thermal_atroxspawn\0	a,LineageMonster2.kailiharim\0
21321	4096	atk01	a,s_npc_hawk_eye1\0	a,thermal_atrox\0	a,LineageMonster2.kailiharim\0
20762	4097	atk01	a,s_npc_life_chant1\0	a,pytan_knight\0	a,LineageMonster.death_blader\0
20943	4097	atk01	a,s_npc_life_chant1\0	a,nightmare_keeper\0	a,LineageMonster.harpy\0
20988	4097	atk01	a,s_npc_life_chant1\0	a,saitnn_puppet\0	a,LineageMonster.doll_blader\0
20990	4097	atk01	a,s_npc_life_chant1\0	a,pageos\0	a,LineageMonster.marsh_stakato_soldier\0
21059	4097	atk01	a,s_npc_life_chant1\0	a,beast_gaurdian\0	a,LineageMonster.onyx_beast\0
21543	4097	atk01	a,s_npc_life_chant1\0	a,prophets_servitor\0	a,LineageMonster.kel_mahum\0
21546	4097	atk01	a,s_npc_life_chant1\0	a,judge_of_light\0	a,LineageMonster.kel_mahum\0
18006	4098	atk01	a,s_npc_silence1\0	a,malruk_lord_a\0	a,LineageMonster.death_blader\0
20220	4098	atk01	a,s_npc_silence1\0	a,dicor\0	a,LineageMonster.mandragora_b\0
20222	4098	atk01	a,s_npc_silence1\0	a,torfe\0	a,LineageMonster.grave\0
20611	4098	atk01	a,s_npc_silence1\0	a,dre_vanul_konfil\0	a,LineageMonster.dre_vanul\0
20671	4098	atk01	a,s_npc_silence1\0	a,kadios\0	a,LineageMonster.devastator\0
20796	4098	atk01	a,s_npc_silence1\0	a,blade_stakato_soldier\0	a,LineageMonster.blade_stakato_soldier\0
20809	4098	atk01	a,s_npc_silence1\0	a,ghost_of_tower\0	a,LineageMonster.human_ghost\0
21025	4098	atk01	a,s_npc_silence1\0	a,giggleing_wind\0	a,LineageMonster.sylph\0
21060	4098	atk01	a,s_npc_silence1\0	a,beast_seer\0	a,LineageMonster.field_stalker\0
21063	4098	atk01	a,s_npc_silence1\0	a,messenger_angel_r\0	a,LineageMonster.angel\0
21083	4098	atk01	a,s_npc_silence1\0	a,amon_spirits\0	a,LineageMonster.pixy\0
21092	4098	atk01	a,s_npc_silence1\0	a,bloody_mage\0	a,LineageMonster.banshee\0
21355	4098	atk01	a,s_npc_silence1\0	a,varka_silenos_shaman\0	a,LineageMonster2.barka_silenos_shaman\0
21375	4098	atk01	a,s_npc_silence1\0	a,soothsayers_apostle\0	a,LineageMonster2.barka_silenos_priest\0
21425	4098	atk01	a,s_npc_silence1\0	a,ashikenas_a\0	a,LineageMonster2.ashuras\0
21558	4098	atk01	a,s_npc_silence1\0	a,bone_snatcher_a\0	a,LineageMonster2.black_magician\0
21560	4098	atk01	a,s_npc_silence1\0	a,bone_shaper\0	a,LineageMonster2.black_magician\0
21566	4098	atk01	a,s_npc_silence1\0	a,skull_animator\0	a,LineageMonster2.black_magician\0
21581	4098	atk01	a,s_npc_silence1\0	a,bone_puppeteer\0	a,LineageMonster2.black_magician\0
21584	4098	atk01	a,s_npc_silence1\0	a,bone_scavenger_a\0	a,LineageMonster2.black_magician\0
20682	4099	atk01	a,s_npc_berserker1\0	a,vanor_silenos_grunt\0	a,LineageMonster.heltor_silenos\0
20769	4099	atk01	a,s_npc_berserker1\0	a,timak_orc_troop_warrior\0	a,LineageMonster.batur_orc_warrior\0
20793	4099	atk01	a,s_npc_berserker1\0	a,nos\0	a,LineageMonster.nos\0
20942	4099	atk01	a,s_npc_berserker1\0	a,nightmare_guide\0	a,LineageMonster.harpy\0
20945	4099	atk01	a,s_npc_berserker1\0	a,cadeine\0	a,LineageMonster.hobgoblin\0
20958	4099	atk01	a,s_npc_berserker1\0	a,blade_death\0	a,LineageMonster.death_blader\0
20960	4099	atk01	a,s_npc_berserker1\0	a,bloody_ghost\0	a,LineageMonster.succubus\0
20976	4099	atk01	a,s_npc_berserker1\0	a,spite_soul_fighter\0	a,LineageMonster.human_ghost_50_bi\0
20979	4099	atk01	a,s_npc_berserker1\0	a,elmoradens_maid\0	a,LineageMonster.doll_blader\0
21209	4099	atk01	a,s_npc_berserker1\0	a,martyrium_seer\0	a,LineageMonster.binding\0
21213	4099	atk01	a,s_npc_berserker1\0	a,martyrium_monk\0	a,LineageMonster.binding_20_bi\0
21217	4099	atk01	a,s_npc_berserker1\0	a,martyrium_priest\0	a,LineageMonster.banshee_20_bi\0
21221	4099	atk01	a,s_npc_berserker1\0	a,mausoleum_inquisitor\0	a,LineageMonster.banshee_30_bi\0
21225	4099	atk01	a,s_npc_berserker1\0	a,mausoleum_sage\0	a,LineageMonster.vale_master_10_bi\0
21229	4099	atk01	a,s_npc_berserker1\0	a,mausoleum_oracle\0	a,LineageMonster.vale_master_30_bi\0
21233	4099	atk01	a,s_npc_berserker1\0	a,barrow_seer\0	a,LineageMonster.binding\0
21237	4099	atk01	a,s_npc_berserker1\0	a,barrow_monk\0	a,LineageMonster.binding_20_bi\0
21241	4099	atk01	a,s_npc_berserker1\0	a,barrow_priest\0	a,LineageMonster.banshee_20_bi\0
21245	4099	atk01	a,s_npc_berserker1\0	a,crypt_inquisitor\0	a,LineageMonster.banshee_30_bi\0
21249	4099	atk01	a,s_npc_berserker1\0	a,crypt_sage\0	a,LineageMonster.vale_master_10_bi\0
21253	4099	atk01	a,s_npc_berserker1\0	a,crypt_oracle\0	a,LineageMonster.vale_master_30_bi\0
21316	4099	atk01	a,s_npc_berserker1\0	a,thermal_flava\0	a,LineageMonster2.flava\0
21319	4099	atk01	a,s_npc_berserker1\0	a,thermal_nepenthes\0	a,LineageMonster2.nephenthes\0
21322	4099	atk01	a,s_npc_berserker1\0	a,thermal_bandersnatch\0	a,LineageMonster2.bandersnatch\0
21361	4099	atk01	a,s_npc_berserker1\0	a,varka_silenos_mage\0	a,LineageMonster2.barka_silenos_mage_20_bi\0
21471	4099	atk01	a,s_npc_berserker1\0	a,alpine_buffalo_2_war_a1\0	a,LineageMonster2.baby_buffalo\0
21472	4099	atk01	a,s_npc_berserker1\0	a,alpine_buffalo_2_wiz_a1\0	a,LineageMonster2.baby_buffalo\0
21473	4099	atk01	a,s_npc_berserker1\0	a,alpine_buffalo_2_war_a2\0	a,LineageMonster2.baby_buffalo\0
21474	4099	atk01	a,s_npc_berserker1\0	a,alpine_buffalo_2_wiz_a2\0	a,LineageMonster2.baby_buffalo\0
21475	4099	atk01	a,s_npc_berserker1\0	a,alpine_buffalo_2_war_i1\0	a,LineageMonster2.baby_buffalo\0
21476	4099	atk01	a,s_npc_berserker1\0	a,alpine_buffalo_2_wiz_i1\0	a,LineageMonster2.baby_buffalo\0
21477	4099	atk01	a,s_npc_berserker1\0	a,alpine_buffalo_2_war_i2\0	a,LineageMonster2.baby_buffalo\0
21478	4099	atk01	a,s_npc_berserker1\0	a,alpine_buffalo_2_wiz_i2\0	a,LineageMonster2.baby_buffalo\0
21587	4099	atk01	a,s_npc_berserker1\0	a,vampire_warrior\0	a,LineageMonster2.vampire_soldier_20_bi\0
22029	4099	atk01	a,s_npc_berserker1\0	a,ragna_orc\0	a,LineageMonster.batur_orc_03te\0
22039	4099	atk01	a,s_npc_berserker1\0	a,ragna_orc_commander\0	a,LineageMonster.batur_orc_overlord_01te\0
22131	4099	atk01	a,s_npc_berserker1\0	a,light_pligrim\0	a,LineageMonster2.apostle_mage\0
20109	4100	atk01	a,s_npc_prominence1\0	a,salamander\0	a,LineageMonster.salamander\0
20117	4100	atk01	a,s_npc_prominence1\0	a,dre_vanul\0	a,LineageMonster.dre_vanul\0
20118	4100	atk01	a,s_npc_prominence1\0	a,dre_vanul_scouter\0	a,LineageMonster.dre_vanul\0
20352	4100	atk01	a,s_npc_prominence1\0	a,dre_vanul_slayer\0	a,LineageMonster.dre_vanul\0
20415	4100	atk01	a,s_npc_prominence1\0	a,scarlet_salamander\0	a,LineageMonster.salamander\0
20416	4100	atk01	a,s_npc_prominence1\0	a,scarlet_salamander_ribe\0	a,LineageMonster.salamander\0
20609	4100	atk01	a,s_npc_prominence1\0	a,salamander_lakin\0	a,LineageMonster.salamander\0
20612	4100	atk01	a,s_npc_prominence1\0	a,salamander_rowin\0	a,LineageMonster.salamander\0
20621	4100	atk01	a,s_npc_prominence1\0	a,death_wave\0	a,LineageMonster.will_o_wisp\0
20670	4100	atk01	a,s_npc_prominence1\0	a,crimson_drake\0	a,LineageMonster.drake\0
20680	4100	atk01	a,s_npc_prominence1\0	a,marsh_drake\0	a,LineageMonster.drake\0
20821	4100	atk01	a,s_npc_prominence1\0	a,erin_ediunce\0	a,LineageMonster.banshee\0
20943	4100	atk01	a,s_npc_prominence1\0	a,nightmare_keeper\0	a,LineageMonster.harpy\0
20948	4100	atk01	a,s_npc_prominence1\0	a,bartal\0	a,LineageMonster.liviona\0
20963	4100	atk01	a,s_npc_prominence1\0	a,bloody_lord\0	a,LineageMonster.banshee\0
21006	4100	atk01	a,s_npc_prominence1\0	a,doom_servant\0	a,LineageMonster.hungry_spirit\0
21066	4100	atk01	a,s_npc_prominence1\0	a,plat_protect_shaman\0	a,LineageMonster.kel_mahum_witch_doctor\0
21108	4100	atk01	a,s_npc_prominence1\0	a,glow_wisp\0	a,LineageMonster.will_o_wisp\0
21345	4100	atk01	a,s_npc_prominence1\0	a,ketra_high_shaman\0	a,LineageMonster.ketra_orc_shaman\0
21349	4100	atk01	a,s_npc_prominence1\0	a,soothsayers_aide\0	a,LineageMonster.ketra_orc_shaman\0
22028	4100	atk01	a,s_npc_prominence1\0	a,wanderer_ruins\0	a,LineageNPC.a_mageguild_teacher_MHuman\0
22030	4100	atk01	a,s_npc_prominence1\0	a,ragna_orc_shaman\0	a,LineageMonster.batur_orc_shaman_a_03te\0
22033	4100	atk01	a,s_npc_prominence1\0	a,ragna_orc_mage_a\0	a,LineageMonster.batur_orc_shaman_a_01te\0
22034	4100	atk01	a,s_npc_prominence1\0	a,ragna_orc_mage_b\0	a,LineageMonster.batur_orc_shaman_a_01te\0
22035	4100	atk01	a,s_npc_prominence1\0	a,ragna_orc_mage_c\0	a,LineageMonster.batur_orc_shaman_a_01te\0
22036	4100	atk01	a,s_npc_prominence1\0	a,ragna_orc_mage_d\0	a,LineageMonster.batur_orc_shaman_a_01te\0
22041	4100	atk01	a,s_npc_prominence1\0	a,ragna_orc_wizard_a\0	a,LineageMonster.batur_orc_shaman_a_01te\0
22042	4100	atk01	a,s_npc_prominence1\0	a,ragna_orc_wizard_b\0	a,LineageMonster.batur_orc_shaman_a_01te\0
22043	4100	atk01	a,s_npc_prominence1\0	a,ragna_orc_wizard_c\0	a,LineageMonster.batur_orc_shaman_a_01te\0
22044	4100	atk01	a,s_npc_prominence1\0	a,ragna_orc_wizard_d\0	a,LineageMonster.batur_orc_shaman_a_01te\0
22119	4100	spatk01	a,s_npc_prominence1\0	a,nurse_spike_stakato_c\0	a,LineageMonster3.marsh_stakato_queen_tran\0
18332	4101	atk01	a,s_npc_spinning_slasher1\0	a,hall_keeper_patrol\0	a,LineageMonster.death_blader\0
20674	4101	atk01	a,s_npc_spinning_slasher1\0	a,doom_knight\0	a,LineageMonster.death_blader\0
21141	4101	atk01	a,s_npc_spinning_slasher1\0	a,pit_tomb_jaguar\0	a,LineageMonster.serpent_slave\0
21149	4101	atk01	a,s_npc_spinning_slasher1\0	a,decayed_ancient_pikeman\0	a,LineageMonster.skeleton_pikeman\0
21153	4101	atk01	a,s_npc_spinning_slasher1\0	a,pugatory_jaguar\0	a,LineageMonster.serpent_slave\0
21164	4101	atk01	a,s_npc_spinning_slasher1\0	a,ancient_saint_tutelary\0	a,LineageMonster.death_lord\0
22052	4101	spatk01	a,s_npc_spinning_slasher1\0	a,strong_shovel_golem\0	a,LineageMonster3.golem_prop\0
22055	4101	spatk01	a,s_npc_spinning_slasher1\0	a,cruelty_nipper_golem\0	a,LineageMonster3.golem_repair\0
22058	4101	spatk01	a,s_npc_spinning_slasher1\0	a,horrorble_shovel_golem_3\0	a,LineageMonster3.golem_carrier\0
22062	4101	spatk01	a,s_npc_spinning_slasher1\0	a,horrorble_drill_golem\0	a,LineageMonster3.golem_prop\0
27299	4101	atk01	a,s_npc_spinning_slasher1\0	a,guardian_ejekiel4\0	a,LineageMonster.archangel\0
27300	4101	atk01	a,s_npc_spinning_slasher1\0	a,guardian_ejekiel5\0	a,LineageMonster.archangel\0
27301	4101	atk01	a,s_npc_spinning_slasher1\0	a,guardian_ejekiel6\0	a,LineageMonster.archangel\0
18228	4102	atk01	a,s_npc_surrender_to_fire1\0	a,r5_wizard_debuff\0	a,LineageMonster.vale_master\0
20676	4102	atk01	a,s_npc_surrender_to_fire1\0	a,judge_of_marsh\0	a,LineageMonster.hanged_man_ripper\0
20679	4102	atk01	a,s_npc_surrender_to_fire1\0	a,marsh_stalker\0	a,LineageMonster.gargoyle\0
21072	4102	atk01	a,s_npc_surrender_to_fire1\0	a,plat_protect_lord\0	a,LineageMonster.kel_mahum_witch_doctor\0
21527	4102	atk01	a,s_npc_surrender_to_fire1\0	a,brilliant_wrath\0	a,LineageMonster.kel_mahum_champion\0
21536	4102	atk01	a,s_npc_surrender_to_fire1\0	a,brilliant_crown\0	a,LineageMonster.kel_mahum_champion\0
20808	4103	atk01	a,s_npc_ultimate_evasion1\0	a,nos_lad\0	a,LineageMonster.nos_100_bi\0
20936	4103	atk01	a,s_npc_ultimate_evasion1\0	a,tanor_silenos\0	a,LineageMonster.heltor_silenos\0
21524	4103	atk01	a,s_npc_ultimate_evasion1\0	a,brilliant_blade\0	a,LineageMonster.kel_mahum\0
21525	4103	atk01	a,s_npc_ultimate_evasion1\0	a,brilliant_blade_1\0	a,LineageMonster.kel_mahum\0
21531	4103	atk01	a,s_npc_ultimate_evasion1\0	a,brilliant_vengeance\0	a,LineageMonster.kel_mahum_warrior\0
21539	4103	atk01	a,s_npc_ultimate_evasion1\0	a,brilliant_anguish\0	a,LineageMonster.kel_mahum\0
21540	4103	atk01	a,s_npc_ultimate_evasion1\0	a,brilliant_anguish_1\0	a,LineageMonster.kel_mahum\0
21658	4103	atk01	a,s_npc_ultimate_evasion1\0	a,brilliant_vengeance_1\0	a,LineageMonster.kel_mahum_warrior\0
20056	4104	atk01	a,s_npc_chill_flame1\0	a,dre_vanul_disposer\0	a,LineageMonster.dre_vanul\0
20109	4104	atk01	a,s_npc_chill_flame1\0	a,salamander\0	a,LineageMonster.salamander\0
20117	4104	atk01	a,s_npc_chill_flame1\0	a,dre_vanul\0	a,LineageMonster.dre_vanul\0
20223	4104	atk01	a,s_npc_chill_flame1\0	a,mandragora_sprout\0	a,LineageMonster.manadragora\0
20352	4104	atk01	a,s_npc_chill_flame1\0	a,dre_vanul_slayer\0	a,LineageMonster.dre_vanul\0
20415	4104	atk01	a,s_npc_chill_flame1\0	a,scarlet_salamander\0	a,LineageMonster.salamander\0
20416	4104	atk01	a,s_npc_chill_flame1\0	a,scarlet_salamander_ribe\0	a,LineageMonster.salamander\0
20609	4104	atk01	a,s_npc_chill_flame1\0	a,salamander_lakin\0	a,LineageMonster.salamander\0
21526	4104	atk01	a,s_npc_chill_flame1\0	a,brilliant_wisdom\0	a,LineageMonster.kel_mahum_warrior\0
21532	4104	atk01	a,s_npc_chill_flame1\0	a,brilliant_cry\0	a,LineageMonster.kel_mahum_champion\0
21535	4104	atk01	a,s_npc_chill_flame1\0	a,brilliant_mark\0	a,LineageMonster.kel_mahum_warrior\0
21537	4104	atk01	a,s_npc_chill_flame1\0	a,brilliant_fang\0	a,LineageMonster.kel_mahum_witch_doctor\0
20656	4105	atk01	a,s_npc_beam_straight1\0	a,lesser_giant_scout\0	a,LineageMonster.lesser_giant_shooter\0
20969	4105	atk01	a,s_npc_beam_straight1\0	a,giant_shadow\0	a,LineageMonster.lesser_giant_shooter\0
21165	4105	atk01	a,s_npc_beam_straight1\0	a,ancient_saint_vision\0	a,LineageMonster.shadeless\0
21301	4105	atk01	a,s_npc_beam_straight1\0	a,eye_of_nightmare\0	a,LineageMonster.field_stalker\0
21302	4105	atk01	a,s_npc_beam_straight1\0	a,watching_eye\0	a,LineageMonster2.parasitic_eye\0
22050	4105	spatk02	a,s_npc_beam_straight1\0	a,intellect_scope_forth\0	a,LineageMonster3.golem_microscout\0
22056	4105	spatk02	a,s_npc_beam_straight1\0	a,mighty_scope_first\0	a,LineageMonster3.golem_microscout\0
22061	4105	spatk02	a,s_npc_beam_straight1\0	a,horrorble_cannon_third\0	a,LineageMonster3.golem_microscout_a\0
22075	4105	spatk02	a,s_npc_beam_straight1\0	a,follow_of_the_great\0	a,LineageMonster3.golem_microscout_a\0
29019	4106	spatk01	a,s_antaras_jump\0	a,antaras\0	a,antaras\0
29019	4107	spatk02	a,s_antaras_tail\0	a,antaras\0	a,antaras\0
29019	4108	spatk03	a,s_antaras_fear\0	a,antaras\0	a,antaras\0
29019	4109	spatk04	a,s_antaras_debuff\0	a,antaras\0	a,antaras\0
29019	4110	spatk05	a,s_antaras_mouth\0	a,antaras\0	a,antaras\0
29019	4111	spatk06	a,s_antaras_breath\0	a,antaras\0	a,antaras\0
29019	4112	atk01	a,s_antaras_normal_attack\0	a,antaras\0	a,antaras\0
29019	4113	atk02	a,s_antaras_normal_attack_ex\0	a,antaras\0	a,antaras\0
29019	5092	spatk03	a,s_antaras_short_fear1\0	a,antaras\0	a,antaras\0
29019	5093	spatk01	a,s_antaras_meteor1\0	a,antaras\0	a,antaras\0
20621	4117	atk01	a,s_npc_paralyze1\0	a,death_wave\0	a,LineageMonster.will_o_wisp\0
20628	4117	atk01	a,s_npc_paralyze1\0	a,limal_karinness\0	a,LineageMonster.bloody_queen\0
20988	4117	atk01	a,s_npc_paralyze1\0	a,saitnn_puppet\0	a,LineageMonster.doll_blader\0
21090	4117	atk01	a,s_npc_paralyze1\0	a,bloody_guardian\0	a,LineageMonster.death_blader\0
21379	4117	atk01	a,s_npc_paralyze1\0	a,tephra_scorpion\0	a,LineageMonster2.scorpion_20_sm\0
21406	4117	atk01	a,s_npc_paralyze1\0	a,imperial_knight\0	a,LineageMonster.skeleton_knight\0
21669	4117	atk01	a,s_npc_paralyze1\0	a,r03_invader_zealot\0	a,LineageMonster.skeleton\0
21692	4117	atk01	a,s_npc_paralyze1\0	a,r13_invader_zealot\0	a,LineageMonster.skeleton_knight\0
21715	4117	atk01	a,s_npc_paralyze1\0	a,r23_invader_zealot\0	a,LineageMonster.skeleton_royal_guard\0
21738	4117	atk01	a,s_npc_paralyze1\0	a,r33_invader_zealot\0	a,LineageMonster.skeleton_royal_guard\0
21761	4117	atk01	a,s_npc_paralyze1\0	a,r43_invader_zealot\0	a,LineageMonster2.imperial_warlord_zombie\0
21784	4117	atk01	a,s_npc_paralyze1\0	a,r53_invader_zealot\0	a,LineageMonster2.imperial_warlord_zombie\0
18007	4118	atk01	a,s_npc_range_paralyze1\0	a,limal_karinness_a\0	a,LineageMonster.bloody_queen\0
20799	4118	atk01	a,s_npc_range_paralyze1\0	a,queen_undine_lad\0	a,LineageMonster.undine\0
20817	4118	atk01	a,s_npc_range_paralyze1\0	a,corrypt_sage\0	a,LineageMonster.vale_master\0
20825	4118	atk01	a,s_npc_range_paralyze1\0	a,hallates_inspector\0	a,LineageMonster.karik_25_bi\0
20860	4118	atk01	a,s_npc_range_paralyze1\0	a,seal_angel_r\0	a,LineageMonster.angel\0
20862	4118	atk01	a,s_npc_range_paralyze1\0	a,death_lord\0	a,LineageMonster.death_lord\0
20982	4118	atk01	a,s_npc_range_paralyze1\0	a,muls_knight\0	a,LineageMonster.dre_vanul_100_bi\0
21066	4118	atk01	a,s_npc_range_paralyze1\0	a,plat_protect_shaman\0	a,LineageMonster.kel_mahum_witch_doctor\0
21071	4118	atk01	a,s_npc_range_paralyze1\0	a,seal_arch_angel_r\0	a,LineageMonster.angel\0
21077	4118	atk01	a,s_npc_range_paralyze1\0	a,bathin_wizzard\0	a,LineageMonster.banshee\0
21081	4118	atk01	a,s_npc_range_paralyze1\0	a,power_angel_amon\0	a,LineageMonster.angel\0
