nbr	zone_color_id	x_world_grid	y_world_grid	top_z	bottom_z	zone_name	coords?[0]	coords?[1]	coords?[2]	coords?[3]	coords?[4]	coords?[5]	unk02	map	dupa[0]	dupa[1]	dupa[2]	dupa[3]	dupa[4]
190	244	19	14	30000.00000000	-30000.00000000	u,不滅高原北部\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
191	244	19	15	30000.00000000	-30000.00000000	u,不滅高原北部\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
192	244	20	13	30000.00000000	-30000.00000000	u,不滅高原北部\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
193	244	20	14	30000.00000000	-30000.00000000	u,不滅高原北部\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
194	245	19	15	30000.00000000	-30000.00000000	u,不滅高原南部\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
195	245	20	14	30000.00000000	-30000.00000000	u,不滅高原南部\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
196	245	20	15	30000.00000000	-30000.00000000	u,不滅高原南部\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
197	243	18	14	30000.00000000	-30000.00000000	u,英雄之谷\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
198	243	19	14	30000.00000000	-30000.00000000	u,英雄之谷\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
199	243	23	12	30000.00000000	-30000.00000000	u,冰凍之谷\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
200	244	23	11	30000.00000000	-30000.00000000	u,山脈礦區西部\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
201	244	23	12	30000.00000000	-30000.00000000	u,山脈礦區西部\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
202	244	24	11	30000.00000000	-30000.00000000	u,山脈礦區西部\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
203	244	24	12	30000.00000000	-30000.00000000	u,山脈礦區西部\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
204	245	24	11	30000.00000000	-30000.00000000	u,山脈礦區東部\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
205	245	24	12	30000.00000000	-30000.00000000	u,山脈礦區東部\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
206	245	25	11	30000.00000000	-30000.00000000	u,山脈礦區東部\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
207	245	25	12	30000.00000000	-30000.00000000	u,山脈礦區東部\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
208	244	23	24	30000.00000000	-30000.00000000	u,鱷魚的白沙灘\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
209	244	24	18	30000.00000000	-30000.00000000	u,榮耀的平原\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
210	243	24	17	30000.00000000	-30000.00000000	u,殺戮的大地\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
211	243	25	17	30000.00000000	-30000.00000000	u,殺戮的大地\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
212	245	24	18	30000.00000000	-30000.00000000	u,激戰的平原\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
213	245	25	18	30000.00000000	-30000.00000000	u,激戰的平原\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
214	244	23	21	30000.00000000	-30000.00000000	u,哥肯的花園\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
215	244	23	22	30000.00000000	-30000.00000000	u,哥肯的花園\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
216	245	22	21	30000.00000000	-30000.00000000	u,布賴卡的巢穴\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
217	245	22	22	30000.00000000	-30000.00000000	u,布賴卡的巢穴\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
218	244	17	20	30000.00000000	-30000.00000000	u,蜘蛛巢穴\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
219	244	18	20	30000.00000000	-30000.00000000	u,蜘蛛巢穴\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
220	251	18	19	30000.00000000	-30000.00000000	u,黑石山坡\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
221	251	18	20	30000.00000000	-30000.00000000	u,黑石山坡\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
222	251	19	19	30000.00000000	-30000.00000000	u,黑石山坡\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
223	251	19	20	30000.00000000	-30000.00000000	u,黑石山坡\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
224	244	19	18	30000.00000000	-30000.00000000	u,席琳的庭園\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
225	244	20	18	30000.00000000	-30000.00000000	u,席琳的庭園\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
226	244	21	18	30000.00000000	-30000.00000000	u,席琳的庭園\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
227	245	18	20	30000.00000000	-30000.00000000	u,祭物的森林\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
228	245	19	20	30000.00000000	-30000.00000000	u,祭物的森林\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
229	244	19	21	30000.00000000	-30000.00000000	u,魔物的掠奪地\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
230	244	20	21	30000.00000000	-30000.00000000	u,魔物的掠奪地\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
231	244	22	19	30000.00000000	-30000.00000000	u,提瑪克前哨基地\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
232	244	22	20	30000.00000000	-30000.00000000	u,提瑪克前哨基地\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
233	245	22	17	30000.00000000	-30000.00000000	u,無法者的森林\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
234	245	22	18	30000.00000000	-30000.00000000	u,無法者的森林\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
235	245	23	17	30000.00000000	-30000.00000000	u,無法者的森林\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
236	245	23	18	30000.00000000	-30000.00000000	u,無法者的森林\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
237	253	23	20	30000.00000000	-30000.00000000	u,獵人之谷\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
238	244	22	18	30000.00000000	-30000.00000000	u,魔道的森林\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
239	253	22	18	30000.00000000	-30000.00000000	u,象牙塔噴火口\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
240	255	22	18	-4633.00000000	-30000.00000000	u,象牙塔噴火口\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
241	244	20	23	30000.00000000	-30000.00000000	u,狄恩牧草地\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
242	245	20	22	30000.00000000	-30000.00000000	u,芙蘿蘭開墾地\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
243	245	20	23	30000.00000000	-30000.00000000	u,芙蘿蘭開墾地\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
244	243	20	22	30000.00000000	-30000.00000000	u,狄恩丘陵地\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
245	243	21	22	30000.00000000	-30000.00000000	u,狄恩丘陵地\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
246	245	19	22	30000.00000000	-30000.00000000	u,溫達伍德莊園\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
247	245	19	23	30000.00000000	-30000.00000000	u,溫達伍德莊園\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
248	245	19	24	30000.00000000	-30000.00000000	u,豺狼監視站\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
249	245	17	20	30000.00000000	-30000.00000000	u,帕米爾採集場\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
250	245	17	21	30000.00000000	-30000.00000000	u,帕米爾採集場\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
251	245	18	21	30000.00000000	-30000.00000000	u,帕米爾採集場\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
252	251	18	21	30000.00000000	-30000.00000000	u,廢墟入口\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
253	251	18	22	30000.00000000	-30000.00000000	u,廢墟入口\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
254	251	19	22	30000.00000000	-30000.00000000	u,廢墟入口\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
255	244	17	22	30000.00000000	-30000.00000000	u,風車的山坡\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
256	244	17	23	30000.00000000	-30000.00000000	u,風車的山坡\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
257	244	18	22	30000.00000000	-30000.00000000	u,風車的山坡\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
258	244	18	23	30000.00000000	-30000.00000000	u,風車的山坡\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
267	251	20	23	30000.00000000	-30000.00000000	u,狄恩競技場\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
268	16	0	0	30000.00000000	-30000.00000000	u,高達特領地\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
269	255	24	16	30000.00000000	-30000.00000000	u,高達特城鎮\0	1565	1038	137216	-63552	1024	1024	0.05000000	a,map_godard_castle_town\0	0	0	0	147575	-55813
270	254	24	16	30000.00000000	-30000.00000000	u,高達特城\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
271	253	24	16	30000.00000000	-30000.00000000	u,野獸的庭園\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
272	255	24	14	30000.00000000	-30000.00000000	u,溫泉地帶\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
273	254	25	14	-1910.00000000	-4268.00000000	u,諸神的熔爐：上層\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
274	254	25	14	-4270.00000000	-300000.00000000	u,諸神的熔爐：下層\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
275	254	25	14	30000.00000000	-1900.00000000	u,火焰迴廊\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
276	254	26	14	30000.00000000	-30000.00000000	u,巴拉卡斯巢穴\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
277	255	24	15	30000.00000000	-30000.00000000	u,肯特拉獸人前哨基地\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
279	254	25	15	30000.00000000	-30000.00000000	u,諸侯的聖壇\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
280	239	25	15	30000.00000000	-30000.00000000	u,巡禮者寺院\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
281	252	25	15	30000.00000000	-30000.00000000	u,征服者陵墓\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
282	251	25	15	30000.00000000	-30000.00000000	u,統治者陵墓\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
283	249	25	15	-5600.00000000	-30000.00000000	u,大賢者陵墓\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
284	250	25	15	-5600.00000000	-30000.00000000	u,審判者陵墓\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
285	247	25	15	-5600.00000000	-30000.00000000	u,審判者陵墓\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
287	255	25	16	30000.00000000	-30000.00000000	u,亞爾古斯之壁\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
288	254	25	16	30000.00000000	-30000.00000000	u,諸侯的聖壇\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
289	255	23	16	30000.00000000	-30000.00000000	u,巴瑞卡賽勒諾斯兵營\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
290	17	0	0	30000.00000000	-30000.00000000	u,魯因領地\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
291	254	21	16	30000.00000000	-30000.00000000	u,魯因城鎮\0	1016	1062	29536	-58400	1024	1024	0.05000000	a,map_rune_village\0	0	0	0	38115	-48261
292	253	21	16	30000.00000000	-30000.00000000	u,魯因港口\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
293	253	21	15	30000.00000000	-30000.00000000	u,風辮瀑布\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
294	255	21	15	30000.00000000	-30000.00000000	u,猛獸放牧場\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
295	254	22	15	30000.00000000	-30000.00000000	u,聖者之谷\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
296	254	21	15	30000.00000000	-30000.00000000	u,聖者之谷\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
297	254	23	15	30000.00000000	-30000.00000000	u,聖者之谷\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
298	255	21	16	30000.00000000	-30000.00000000	u,亡者的森林\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
299	253	22	16	30000.00000000	-3490.00000000	u,悲鳴的沼澤\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
300	253	22	15	30000.00000000	-3490.00000000	u,悲鳴的沼澤\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
301	253	23	16	30000.00000000	-3490.00000000	u,悲鳴的沼澤\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
302	252	23	16	30000.00000000	-30000.00000000	u,死靈的關口\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
303	249	16	12	30000.00000000	-30000.00000000	u,次元的裂痕\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
304	255	25	14	30000.00000000	-30000.00000000	u,諸神的熔爐：上層\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
305	255	25	20	30000.00000000	-30000.00000000	u,鏡之森林\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
306	253	19	23	-3700.00000000	-30000.00000000	u,螞蟻孵化場\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
307	253	19	23	30000.00000000	-4400.00000000	u,荒原\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
308	251	21	21	30000.00000000	-30000.00000000	u,死亡迴廊\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
309	251	23	21	30000.00000000	-30000.00000000	u,死亡迴廊\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
310	252	21	16	30000.00000000	-30000.00000000	u,受詛咒的村莊\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
311	18	0	0	30000.00000000	-30000.00000000	u,奧林匹亞競技場\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
312	254	23	16	30000.00000000	-30000.00000000	u,巴瑞卡賽勒諾斯部落\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
313	253	24	15	30000.00000000	-30000.00000000	u,肯特拉獸人部落\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
314	254	23	21	30000.00000000	-30000.00000000	u,哈汀學院\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
315	249	20	16	30000.00000000	-1300.00000000	u,魯因城\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
316	246	19	16	-5600.00000000	-30000.00000000	u,邪教神殿\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
317	253	22	16	-3500.00000000	-30000.00000000	u,司塔卡拓巢穴\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
318	246	22	16	30000.00000000	-30000.00000000	u,司塔卡拓巢穴\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
321	244	25	15	-4500.00000000	-5500.00000000	u,最後的皇陵\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
322	254	24	14	30000.00000000	-30000.00000000	u,虹彩之泉\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
323	222	21	15	30000.00000000	-30000.00000000	u,野獸農莊\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
324	235	21	17	30000.00000000	-30000.00000000	u,亡者要塞\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
325	239	22	13	30000.00000000	-30000.00000000	u,修加特城\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
326	210	22	13	30000.00000000	-30000.00000000	u,修加特城鎮\0	1268	605	76864	-150912	1024	1024	0.05000000	a,map_town_of_schuttgart\0	0	0	0	87363	-142853
327	235	21	14	30000.00000000	-30000.00000000	u,君王之谷\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
328	249	23	12	30000.00000000	-30000.00000000	u,山脈礦區通道\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
329	207	23	13	30000.00000000	-30000.00000000	u,掠奪的荒野\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
330	244	23	14	30000.00000000	-30000.00000000	u,寒冬迷宮\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
331	247	23	14	30000.00000000	-30000.00000000	u,芙蕾雅的庭園\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
332	253	22	14	30000.00000000	-30000.00000000	u,帕比爾遺蹟\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
333	231	22	14	30000.00000000	-30000.00000000	u,卡隆洞窟\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
334	218	22	14	30000.00000000	-30000.00000000	u,惡靈巢穴\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
335	251	21	14	30000.00000000	-30000.00000000	u,恥辱墓地\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
336	209	22	14	30000.00000000	-30000.00000000	u,古代研究所遺蹟\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
337	249	23	14	30000.00000000	-30000.00000000	u,寒霜之湖\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
338	214	23	13	30000.00000000	-30000.00000000	u,空中列車遺蹟\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
339	247	25	15	-4500.00000000	-5500.00000000	u,最後的皇陵\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
340	244	25	15	-5600.00000000	-30000.00000000	u,大賢者陵墓\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
341	250	25	15	-4500.00000000	-5500.00000000	u,最後的皇陵\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
342	247	21	14	30000.00000000	-30000.00000000	u,盜墓者巢穴\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
343	247	23	13	30000.00000000	-30000.00000000	u,車站\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
345	207	23	12	30000.00000000	-30000.00000000	u,掠奪的荒野\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
346	255	20	14	29998.00000000	-3900.00000000	u,修加特領地\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
347	252	23	14	30000.00000000	-30000.00000000	u,冰雪商隊駐紮地\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
348	240	23	13	30000.00000000	-30000.00000000	u,山賊巢穴\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
349	250	21	21	30000.00000000	-30000.00000000	u,反抗軍要塞\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
350	247	23	17	30000.00000000	-30000.00000000	u,西部國境守備隊\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
351	19	0	0	30000.00000000	-30000.00000000	u,不滅高原\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
352	20	0	0	30000.00000000	-30000.00000000	u,士伯吟山脈礦區\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
353	251	24	17	30000.00000000	-30000.00000000	u,東部國境守備隊\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
354	253	22	20	30000.00000000	-30000.00000000	u,權能培訓場\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
355	242	20	17	30000.00000000	-30000.00000000	u,原始平原\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
356	253	20	17	30000.00000000	-30000.00000000	u,失落的巢穴\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
357	254	20	17	30000.00000000	-30000.00000000	u,原始之島\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
358	251	18	10	-5000.00000000	-30000.00000000	u,異端者的地下墓穴\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
359	251	19	10	-5000.00000000	-30000.00000000	u,異教徒的地下墓穴\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
360	251	20	10	-5000.00000000	-30000.00000000	u,密謀者的地下墓穴\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
361	246	20	17	30000.00000000	-30000.00000000	u,碼頭\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
362	250	20	17	30000.00000000	-30000.00000000	u,賽爾蘭巢穴\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
364	21	20	25	30000.00000000	-30000.00000000	u,地獄邊界\0	1976	2620	-35600	217400	1024	1024	0.01440000	a,map_hellbound\0	0	0	0	0	0
365	255	20	25	30000.00000000	-30000.00000000	u,鋼鐵之城\0	1976	2620	-35600	217400	1024	1024	0.01440000	a,map_hellbound\0	0	0	0	0	0
366	255	20	26	-5870.00000000	-10600.00000000	u,鋼鐵之城\0	1976	2620	-35600	217400	1024	1024	0.01440000	a,map_hellbound\0	0	0	0	0	0
367	254	19	25	30000.00000000	-30000.00000000	u,魔法陣\0	1976	2620	-35600	217400	1024	1024	0.01440000	a,map_hellbound\0	0	0	0	0	0
368	253	19	25	30000.00000000	-30000.00000000	u,蜃氣綠洲\0	1976	2620	-35600	217400	1024	1024	0.01440000	a,map_hellbound\0	0	0	0	0	0
369	252	19	25	30000.00000000	-30000.00000000	u,舊神殿痕跡\0	1976	2620	-35600	217400	1024	1024	0.01440000	a,map_hellbound\0	0	0	0	0	0
370	251	19	25	30000.00000000	-30000.00000000	u,沙暴丘陵\0	1976	2620	-35600	217400	1024	1024	0.01440000	a,map_hellbound\0	0	0	0	0	0
371	250	19	25	30000.00000000	-30000.00000000	u,商隊驛站\0	1976	2620	-35600	217400	1024	1024	0.01440000	a,map_hellbound\0	0	0	0	0	0
372	249	19	25	30000.00000000	-30000.00000000	u,地獄邊界石礦場\0	1976	2620	-35600	217400	1024	1024	0.01440000	a,map_hellbound\0	0	0	0	0	0
373	242	20	25	30000.00000000	-30000.00000000	u,殤之大地\0	1976	2620	-35600	217400	1024	1024	0.01440000	a,map_hellbound\0	0	0	0	0	0
374	247	20	25	30000.00000000	-30000.00000000	u,鋼鐵之城外城\0	1976	2620	-35600	217400	1024	1024	0.01440000	a,map_hellbound\0	0	0	0	0	0
375	246	20	25	30000.00000000	-30000.00000000	u,魔物工廠\0	1976	2620	-35600	217400	1024	1024	0.01440000	a,map_hellbound\0	0	0	0	0	0
376	245	20	25	30000.00000000	9500.00000000	u,空間之塔\0	1976	2620	-35600	217400	1024	1024	0.01440000	a,map_hellbound\0	0	0	0	0	0
377	244	20	25	30000.00000000	9500.00000000	u,托里士的工作所\0	1976	2620	-35600	217400	1024	1024	0.01440000	a,map_hellbound\0	0	0	0	0	0
378	243	20	25	30000.00000000	9500.00000000	u,奈雅之塔\0	1976	2620	-35600	217400	1024	1024	0.01440000	a,map_hellbound\0	0	0	0	0	0
379	255	20	25	9500.00000000	-30000.00000000	u,鋼鐵之城\0	1976	2620	-35600	217400	1024	1024	0.01440000	a,map_hellbound\0	0	0	0	0	0
380	255	20	25	9500.00000000	-30000.00000000	u,鋼鐵之城\0	1976	2620	-35600	217400	1024	1024	0.01440000	a,map_hellbound\0	0	0	0	0	0
381	255	20	25	9500.00000000	-30000.00000000	u,鋼鐵之城\0	1976	2620	-35600	217400	1024	1024	0.01440000	a,map_hellbound\0	0	0	0	0	0
383	22	23	22	30000.00000000	-30000.00000000	u,神諭之島\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
384	255	24	22	-11000.00000000	-13000.00000000	u,寶石居所\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
385	255	24	22	30000.00000000	-11000.00000000	u,神諭之島\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
386	254	24	22	30000.00000000	-5000.00000000	u,水鱗丘陵\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
387	253	24	23	-5750.00000000	-6210.00000000	u,暗雲宅邸\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
388	253	24	23	30000.00000000	-5750.00000000	u,神諭之島\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
389	252	24	23	30000.00000000	-5000.00000000	u,珊瑚之巢\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
390	251	24	23	30000.00000000	-1015.00000000	u,水晶的神諭所\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
391	251	24	23	-1015.00000000	-30000.00000000	u,神諭之島\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
392	253	24	22	-5000.00000000	-16000.00000000	u,珊瑚庭園\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0	0	0	0	0
