id	name	description	rgb[0]	rgb[1]	rgb[2]	reserved1
21618	u,魔鬼弓箭手\0	a,	9C	E8	A9	-1
21619	u,地獄射手\0	a,	9C	E8	A9	-1
21620	u,姆斯維倫\0	a,	9C	E8	A9	-1
21621	u,姆斯維倫\0	a,	9C	E8	A9	-1
21622	u,巨型姆斯維倫\0	a,	9C	E8	A9	-1
21623	u,札肯的親衛隊\0	a,	9C	E8	A9	-1
21624	u,札肯的親衛隊\0	a,	9C	E8	A9	-1
21625	u,札肯的精銳親衛隊\0	a,	9C	E8	A9	-1
21626	u,卡倚巴奴\0	a,	9C	E8	A9	-1
21627	u,卡倚巴奴\0	a,	9C	E8	A9	-1
21628	u,卡倚巴奴拉德\0	a,	9C	E8	A9	-1
21629	u,海賊殭屍船長\0	a,	9C	E8	A9	-1
21630	u,海賊殭屍船長\0	a,	9C	E8	A9	-1
21631	u,海賊殭屍船長的怨靈\0	a,	9C	E8	A9	-1
21632	u,人偶刀手\0	a,	9C	E8	A9	-1
21633	u,人偶刀手\0	a,	9C	E8	A9	-1
21634	u,深紅的人偶刀手\0	a,	9C	E8	A9	-1
21635	u,貝里大師\0	a,	9C	E8	A9	-1
21636	u,貝里大師\0	a,	9C	E8	A9	-1
21637	u,深紅的貝里大師\0	a,	9C	E8	A9	-1
21638	u,獨雷德狼\0	a,	9C	E8	A9	-1
21639	u,塔沙巴蜥蜴人\0	a,	9C	E8	A9	-1
21640	u,塔沙巴蜥蜴人咒術士\0	a,	9C	E8	A9	-1
21641	u,食人魔\0	a,	9C	E8	A9	-1
21642	u,塔沙巴蜥蜴人狙擊手\0	a,	9C	E8	A9	-1
21643	u,塔沙巴蜥蜴人狙擊手\0	a,	9C	E8	A9	-1
21644	u,翼蛇\0	a,	9C	E8	A9	-1
21645	u,翼蛇拉德\0	a,	9C	E8	A9	-1
21646	u,墓穴聖甲蟲\0	a,	9C	E8	A9	-1
21647	u,食屍聖甲蟲\0	a,	9C	E8	A9	-1
21648	u,墓穴螞蟻\0	a,	9C	E8	A9	-1
21649	u,食屍螞蟻\0	a,	9C	E8	A9	-1
21650	u,聖陵騎士\0	a,	9C	E8	A9	-1
21651	u,聖陵禁衛兵\0	a,	9C	E8	A9	-1
21652	u,緋紅司塔卡拓貴族\0	a,	9C	E8	A9	-1
21653	u,暗殺甲蟲\0	a,	9C	E8	A9	-1
21654	u,破滅的死靈術士\0	a,	9C	E8	A9	-1
21655	u,破滅的亞利曼那斯\0	a,	9C	E8	A9	-1
21656	u,破滅的阿修拉斯\0	a,	9C	E8	A9	-1
21657	u,岩漿龍獸\0	a,	9C	E8	A9	-1
21658	u,輝煌的懲罰\0	a,	9C	E8	A9	-1
21659	u,異界的侵略士兵\0	a,	9C	E8	A9	-1
21660	u,異界的侵略士兵\0	a,	9C	E8	A9	-1
21661	u,異界的侵略射手\0	a,	9C	E8	A9	-1
21662	u,異界的侵略精銳兵\0	a,	9C	E8	A9	-1
21663	u,異界的侵略咒術士\0	a,	9C	E8	A9	-1
21664	u,異界的侵略祭司\0	a,	9C	E8	A9	-1
21665	u,異界的侵略魔導士\0	a,	9C	E8	A9	-1
21666	u,異界的侵略殉教者\0	a,	9C	E8	A9	-1
21667	u,異界的侵略戰士\0	a,	9C	E8	A9	-1
21668	u,異界的侵略刺兵\0	a,	9C	E8	A9	-1
21669	u,異界的侵略使徒\0	a,	9C	E8	A9	-1
21670	u,異界的侵略狂戰士\0	a,	9C	E8	A9	-1
21671	u,異界的侵略軍軍糧\0	a,	9C	E8	A9	-1
21672	u,異界的侵略精銳兵\0	a,	9C	E8	A9	-1
21673	u,異界的侵略精銳兵\0	a,	9C	E8	A9	-1
21674	u,異界的侵略精銳兵\0	a,	9C	E8	A9	-1
21675	u,異界的侵略精銳兵\0	a,	9C	E8	A9	-1
21676	u,異界的侵略戰士\0	a,	9C	E8	A9	-1
21677	u,異界的侵略精銳兵\0	a,	9C	E8	A9	-1
21678	u,異界的侵略精銳兵\0	a,	9C	E8	A9	-1
21679	u,異界的侵略精銳兵\0	a,	9C	E8	A9	-1
21680	u,異界的侵略精銳兵\0	a,	9C	E8	A9	-1
21681	u,異界的侵略魔導士\0	a,	9C	E8	A9	-1
21682	u,次元的侵略士兵\0	a,	9C	E8	A9	-1
21683	u,次元的侵略士兵\0	a,	9C	E8	A9	-1
21684	u,次元的侵略射手\0	a,	9C	E8	A9	-1
21685	u,次元的侵略精銳兵\0	a,	9C	E8	A9	-1
21686	u,次元的侵略咒術士\0	a,	9C	E8	A9	-1
21687	u,次元的侵略祭司\0	a,	9C	E8	A9	-1
21688	u,次元的侵略魔導士\0	a,	9C	E8	A9	-1
21689	u,次元的侵略殉教者\0	a,	9C	E8	A9	-1
21690	u,次元的侵略戰士\0	a,	9C	E8	A9	-1
21691	u,次元的侵略士兵\0	a,	9C	E8	A9	-1
21692	u,次元的侵略使徒\0	a,	9C	E8	A9	-1
21693	u,次元的侵略狂戰士\0	a,	9C	E8	A9	-1
21694	u,次元的侵略軍軍糧\0	a,	9C	E8	A9	-1
21695	u,次元的侵略精銳兵\0	a,	9C	E8	A9	-1
21696	u,次元的侵略精銳兵\0	a,	9C	E8	A9	-1
21697	u,次元的侵略精銳兵\0	a,	9C	E8	A9	-1
21698	u,次元的侵略精銳兵\0	a,	9C	E8	A9	-1
21699	u,次元的侵略戰士\0	a,	9C	E8	A9	-1
21700	u,次元的侵略精銳兵\0	a,	9C	E8	A9	-1
21701	u,次元的侵略精銳兵\0	a,	9C	E8	A9	-1
21702	u,次元的侵略精銳兵\0	a,	9C	E8	A9	-1
21703	u,次元的侵略精銳兵\0	a,	9C	E8	A9	-1
21704	u,次元的侵略魔導士\0	a,	9C	E8	A9	-1
21705	u,煉獄的侵略士兵\0	a,	9C	E8	A9	-1
21706	u,煉獄的侵略士兵\0	a,	9C	E8	A9	-1
21707	u,煉獄的侵略射手\0	a,	9C	E8	A9	-1
21708	u,煉獄的侵略精銳兵\0	a,	9C	E8	A9	-1
21709	u,煉獄的侵略咒術士\0	a,	9C	E8	A9	-1
21710	u,煉獄的侵略祭司\0	a,	9C	E8	A9	-1
21711	u,煉獄的侵略魔導士\0	a,	9C	E8	A9	-1
21712	u,煉獄的侵略殉教者\0	a,	9C	E8	A9	-1
21713	u,煉獄的侵略戰士\0	a,	9C	E8	A9	-1
21714	u,煉獄的侵略士兵\0	a,	9C	E8	A9	-1
21715	u,煉獄的侵略使徒\0	a,	9C	E8	A9	-1
21716	u,煉獄的侵略狂戰士\0	a,	9C	E8	A9	-1
21717	u,煉獄的侵略軍軍糧\0	a,	9C	E8	A9	-1
21718	u,煉獄的侵略精銳兵\0	a,	9C	E8	A9	-1
21719	u,煉獄的侵略精銳兵\0	a,	9C	E8	A9	-1
21720	u,煉獄的侵略精銳兵\0	a,	9C	E8	A9	-1
21721	u,煉獄的侵略精銳兵\0	a,	9C	E8	A9	-1
21722	u,煉獄的侵略戰士\0	a,	9C	E8	A9	-1
21723	u,煉獄的侵略精銳兵\0	a,	9C	E8	A9	-1
21724	u,煉獄的侵略精銳兵\0	a,	9C	E8	A9	-1
21725	u,煉獄的侵略精銳兵\0	a,	9C	E8	A9	-1
21726	u,煉獄的侵略精銳兵\0	a,	9C	E8	A9	-1
21727	u,煉獄的侵略魔導士\0	a,	9C	E8	A9	-1
21728	u,密謀者的侵略士兵\0	a,	9C	E8	A9	-1
21729	u,密謀者的侵略士兵\0	a,	9C	E8	A9	-1
21730	u,密謀者的侵略射手\0	a,	9C	E8	A9	-1
21731	u,密謀者的侵略精銳兵\0	a,	9C	E8	A9	-1
21732	u,密謀者的侵略咒術士\0	a,	9C	E8	A9	-1
21733	u,密謀者的侵略祭司\0	a,	9C	E8	A9	-1
21734	u,密謀者的侵略魔導士\0	a,	9C	E8	A9	-1
21735	u,密謀者的侵略殉教者\0	a,	9C	E8	A9	-1
21736	u,密謀者的侵略戰士\0	a,	9C	E8	A9	-1
21737	u,密謀者的侵略士兵\0	a,	9C	E8	A9	-1
21738	u,密謀者的侵略使徒\0	a,	9C	E8	A9	-1
21739	u,密謀者的侵略狂戰士\0	a,	9C	E8	A9	-1
21740	u,密謀者的侵略軍軍糧\0	a,	9C	E8	A9	-1
21741	u,密謀者的侵略精銳兵\0	a,	9C	E8	A9	-1
21742	u,密謀者的侵略精銳兵\0	a,	9C	E8	A9	-1
21743	u,密謀者的侵略精銳兵\0	a,	9C	E8	A9	-1
21744	u,密謀者的侵略精銳兵\0	a,	9C	E8	A9	-1
21745	u,密謀者的侵略戰士\0	a,	9C	E8	A9	-1
21746	u,密謀者的侵略精銳兵\0	a,	9C	E8	A9	-1
21747	u,密謀者的侵略精銳兵\0	a,	9C	E8	A9	-1
21748	u,密謀者的侵略精銳兵\0	a,	9C	E8	A9	-1
21749	u,密謀者的侵略精銳兵\0	a,	9C	E8	A9	-1
21750	u,密謀者的侵略魔導士\0	a,	9C	E8	A9	-1
21751	u,凶煞的侵略士兵\0	a,	9C	E8	A9	-1
21752	u,凶煞的侵略士兵\0	a,	9C	E8	A9	-1
21753	u,凶煞的侵略射手\0	a,	9C	E8	A9	-1
21754	u,凶煞的侵略精銳兵\0	a,	9C	E8	A9	-1
21755	u,凶煞的侵略咒術士\0	a,	9C	E8	A9	-1
21756	u,凶煞的侵略祭司\0	a,	9C	E8	A9	-1
21757	u,凶煞的侵略魔導士\0	a,	9C	E8	A9	-1
21758	u,凶煞的侵略殉教者\0	a,	9C	E8	A9	-1
21759	u,凶煞的侵略戰士\0	a,	9C	E8	A9	-1
21760	u,凶煞的侵略士兵\0	a,	9C	E8	A9	-1
21761	u,凶煞的侵略使徒\0	a,	9C	E8	A9	-1
21762	u,凶煞的侵略狂戰士\0	a,	9C	E8	A9	-1
21763	u,凶煞的侵略軍軍糧\0	a,	9C	E8	A9	-1
21764	u,凶煞的侵略精銳兵\0	a,	9C	E8	A9	-1
21765	u,凶煞的侵略精銳兵\0	a,	9C	E8	A9	-1
21766	u,凶煞的侵略精銳兵\0	a,	9C	E8	A9	-1
21767	u,凶煞的侵略精銳兵\0	a,	9C	E8	A9	-1
21768	u,凶煞的侵略戰士\0	a,	9C	E8	A9	-1
21769	u,凶煞的侵略精銳兵\0	a,	9C	E8	A9	-1
21770	u,凶煞的侵略精銳兵\0	a,	9C	E8	A9	-1
21771	u,凶煞的侵略精銳兵\0	a,	9C	E8	A9	-1
21772	u,凶煞的侵略精銳兵\0	a,	9C	E8	A9	-1
21773	u,凶煞的侵略魔導士\0	a,	9C	E8	A9	-1
21774	u,邪神的侵略士兵\0	a,	9C	E8	A9	-1
21775	u,邪神的侵略士兵\0	a,	9C	E8	A9	-1
21776	u,邪神的侵略射手\0	a,	9C	E8	A9	-1
21777	u,邪神的侵略精銳兵\0	a,	9C	E8	A9	-1
21778	u,邪神的侵略咒術士\0	a,	9C	E8	A9	-1
21779	u,邪神的侵略祭司\0	a,	9C	E8	A9	-1
21780	u,邪神的侵略魔導士\0	a,	9C	E8	A9	-1
21781	u,邪神的侵略殉教者\0	a,	9C	E8	A9	-1
21782	u,邪神的侵略戰士\0	a,	9C	E8	A9	-1
21783	u,邪神的侵略士兵\0	a,	9C	E8	A9	-1
21784	u,邪神的侵略使徒\0	a,	9C	E8	A9	-1
21785	u,邪神的侵略狂戰士\0	a,	9C	E8	A9	-1
21786	u,邪神的侵略軍軍糧\0	a,	9C	E8	A9	-1
21787	u,邪神的侵略精銳兵\0	a,	9C	E8	A9	-1
21788	u,邪神的侵略精銳兵\0	a,	9C	E8	A9	-1
21789	u,邪神的侵略精銳兵\0	a,	9C	E8	A9	-1
21790	u,邪神的侵略精銳兵\0	a,	9C	E8	A9	-1
21791	u,邪神的侵略戰士\0	a,	9C	E8	A9	-1
21792	u,邪神的侵略精銳兵\0	a,	9C	E8	A9	-1
21793	u,邪神的侵略精銳兵\0	a,	9C	E8	A9	-1
21794	u,邪神的侵略精銳兵\0	a,	9C	E8	A9	-1
21795	u,邪神的侵略精銳兵\0	a,	9C	E8	A9	-1
21796	u,邪神的侵略魔導士\0	a,	9C	E8	A9	-1
21797	u,提米妮爾的妖精\0	a,	9C	E8	A9	-1
21798	u,守門人的亡靈\0	a,	9C	E8	A9	-1
21799	u,守門人的亡靈\0	a,	9C	E8	A9	-1
21800	u,家臣的亡靈\0	a,	9C	E8	A9	-1
21801	u,寶箱\0	a,	9C	E8	A9	-1
21802	u,寶箱\0	a,	9C	E8	A9	-1
21803	u,寶箱\0	a,	9C	E8	A9	-1
21804	u,寶箱\0	a,	9C	E8	A9	-1
21805	u,寶箱\0	a,	9C	E8	A9	-1
21806	u,寶箱\0	a,	9C	E8	A9	-1
21807	u,寶箱\0	a,	9C	E8	A9	-1
21808	u,寶箱\0	a,	9C	E8	A9	-1
21809	u,寶箱\0	a,	9C	E8	A9	-1
21810	u,寶箱\0	a,	9C	E8	A9	-1
21811	u,寶箱\0	a,	9C	E8	A9	-1
21812	u,寶箱\0	a,	9C	E8	A9	-1
21813	u,寶箱\0	a,	9C	E8	A9	-1
21814	u,寶箱\0	a,	9C	E8	A9	-1
21815	u,寶箱\0	a,	9C	E8	A9	-1
21816	u,寶箱\0	a,	9C	E8	A9	-1
21817	u,寶箱\0	a,	9C	E8	A9	-1
21818	u,寶箱\0	a,	9C	E8	A9	-1
21819	u,寶箱\0	a,	9C	E8	A9	-1
21820	u,寶箱\0	a,	9C	E8	A9	-1
21821	u,寶箱\0	a,	9C	E8	A9	-1
21822	u,寶箱\0	a,	9C	E8	A9	-1
21823	u,祭物的執行者\0	a,	9C	E8	A9	-1
21824	u,高山笑翠鳥\0	a,	9C	E8	A9	-1
21825	u,高山笑翠鳥\0	a,	9C	E8	A9	-1
21826	u,高山野牛\0	a,	9C	E8	A9	-1
21827	u,高山野牛\0	a,	9C	E8	A9	-1
21828	u,高山老虎\0	a,	9C	E8	A9	-1
21829	u,高山老虎\0	a,	9C	E8	A9	-1
22001	u,埋葬地野狼\0	a,	9C	E8	A9	-1
22002	u,埋葬地灰熊\0	a,	9C	E8	A9	-1
22003	u,盜墓者偵查兵\0	a,	9C	E8	A9	-1
22004	u,盜墓者哨兵\0	a,	9C	E8	A9	-1
22005	u,盜墓者搜索兵\0	a,	9C	E8	A9	-1
22006	u,盜墓者警備兵\0	a,	9C	E8	A9	-1
22007	u,族長私兵團怨靈\0	a,	9C	E8	A9	-1
22008	u,盜墓者戰士\0	a,	9C	E8	A9	-1
22009	u,族長家臣亡靈\0	a,	9C	E8	A9	-1
22010	u,族長私兵團長怨靈\0	a,	9C	E8	A9	-1
22011	u,巴吐族長怨靈\0	a,	9C	E8	A9	-1
22012	u,巴吐族長怨靈\0	a,	9C	E8	A9	-1
22013	u,莫列克族長亡靈\0	a,	9C	E8	A9	-1
22014	u,莫列克族長亡靈\0	a,	9C	E8	A9	-1
22015	u,圖魯卡族長亡靈\0	a,	9C	E8	A9	-1
22016	u,圖魯卡族長亡靈\0	a,	9C	E8	A9	-1
22017	u,山賊團掃蕩者\0	a,	9C	E8	A9	-1
22018	u,山賊團獵犬\0	a,	9C	E8	A9	-1
22019	u,山賊團監視者\0	a,	9C	E8	A9	-1
22020	u,雪原豹\0	a,	9C	E8	A9	-1
22021	u,山賊團葬儀者\0	a,	9C	E8	A9	-1
22022	u,山賊團暗殺者\0	a,	9C	E8	A9	-1
22023	u,山賊團戰士\0	a,	9C	E8	A9	-1
22024	u,山賊團監察官\0	a,	9C	E8	A9	-1
22025	u,雪原狼\0	a,	9C	E8	A9	-1
22026	u,山賊團隊長\0	a,	9C	E8	A9	-1
22027	u,被遺忘的車夫\0	a,	9C	E8	A9	-1
22028	u,遺蹟流浪者\0	a,	9C	E8	A9	-1
22029	u,羅格那獸人\0	a,	9C	E8	A9	-1
22030	u,羅格那獸人咒術士\0	a,	9C	E8	A9	-1
22031	u,羅格那獸人射手\0	a,	9C	E8	A9	-1
22032	u,羅格那獸人戰士\0	a,	9C	E8	A9	-1
22033	u,羅格那獸人法咒師\0	a,	9C	E8	A9	-1
22034	u,羅格那獸人法咒師\0	a,	9C	E8	A9	-1
22035	u,羅格那獸人法咒師\0	a,	9C	E8	A9	-1
22036	u,羅格那獸人法咒師\0	a,	9C	E8	A9	-1
22037	u,羅格那獸人治療師\0	a,	9C	E8	A9	-1
22038	u,羅格那獸人英雄\0	a,	9C	E8	A9	-1
22039	u,羅格那獸人司令官\0	a,	9C	E8	A9	-1
22040	u,羅格那獸人狙擊手\0	a,	9C	E8	A9	-1
22041	u,羅格那獸人巫師\0	a,	9C	E8	A9	-1
22042	u,羅格那獸人巫師\0	a,	9C	E8	A9	-1
22043	u,羅格那獸人巫師\0	a,	9C	E8	A9	-1
22044	u,羅格那獸人巫師\0	a,	9C	E8	A9	-1
22045	u,無名屍\0	a,	9C	E8	A9	-1
22046	u,巴蘭卡的魔物\0	a,	9C	E8	A9	-1
22047	u,被遺棄村莊的監視者\0	a,	9C	E8	A9	-1
22048	u,黑暗蜘蛛\0	a,	9C	E8	A9	-1
22049	u,巴蘭卡的魅魔\0	a,	9C	E8	A9	-1
22050	u,智慧型偵查高崙四號機\0	a,	9C	E8	A9	-1
22051	u,礦山蜘蛛\0	a,	9C	E8	A9	-1
22052	u,怪力穿鑿高崙\0	a,	9C	E8	A9	-1
22053	u,恐怖加農砲高崙一號機\0	a,	9C	E8	A9	-1
22054	u,恐怖加農砲高崙四號機\0	a,	9C	E8	A9	-1
22055	u,殘忍巨鉗高崙\0	a,	9C	E8	A9	-1
22056	u,萬能型偵查高崙一號機\0	a,	9C	E8	A9	-1
22057	u,礦山螞蟻\0	a,	9C	E8	A9	-1
22058	u,恐怖挖掘高崙三號機\0	a,	9C	E8	A9	-1
22059	u,戰慄雙刀高崙七號機\0	a,	9C	E8	A9	-1
22060	u,恐怖加農砲高崙零號機\0	a,	9C	E8	A9	-1
22061	u,恐怖加農砲高崙三號機\0	a,	9C	E8	A9	-1
22062	u,恐怖穿鑿高崙\0	a,	9C	E8	A9	-1
22063	u,智慧型雙刀高崙十號機\0	a,	9C	E8	A9	-1
22064	u,戰慄雙刀高崙二號機\0	a,	9C	E8	A9	-1
22065	u,恐怖雙刀高崙五號機\0	a,	9C	E8	A9	-1
22066	u,恐怖加農砲高崙六號機\0	a,	9C	E8	A9	-1
22067	u,恐怖加農砲高崙六號機\0	a,	9C	E8	A9	-1
22068	u,恐怖加農砲高崙六號機\0	a,	9C	E8	A9	-1
22069	u,恐怖加農砲高崙六號機\0	a,	9C	E8	A9	-1
22070	u,恐怖加農砲高崙六號機\0	a,	9C	E8	A9	-1
22071	u,恐怖加農砲高崙六號機\0	a,	9C	E8	A9	-1
22072	u,恐怖加農砲高崙六號機\0	a,	9C	E8	A9	-1
22073	u,恐怖加農砲高崙六號機\0	a,	9C	E8	A9	-1
22074	u,終極加農砲高崙完成型\0	a,	9C	E8	A9	-1
22075	u,終極完成型隨從機\0	a,	9C	E8	A9	-1
22076	u,必殺雙刀高崙五號機\0	a,	9C	E8	A9	-1
22077	u,恐怖雙刀高崙八號機\0	a,	9C	E8	A9	-1
22078	u,必殺雙刀高崙八號機\0	a,	9C	E8	A9	-1
22079	u,迷宮班德斯那奇\0	a,	9C	E8	A9	-1
22080	u,迷宮巨大班德斯那奇\0	a,	9C	E8	A9	-1
22081	u,迷宮監視者\0	a,	9C	E8	A9	-1
22082	u,迷宮監視者長老\0	a,	9C	E8	A9	-1
22083	u,幼潘瑟拉\0	a,	9C	E8	A9	-1
22084	u,潘瑟拉\0	a,	9C	E8	A9	-1
22085	u,迷宮翼魔\0	a,	9C	E8	A9	-1
22086	u,迷宮翼魔拉德\0	a,	9C	E8	A9	-1
22087	u,刺角羚羊的怨靈\0	a,	9C	E8	A9	-1
22088	u,刺角羚羊\0	a,	9C	E8	A9	-1
22089	u,冰雪狼蛛\0	a,	9C	E8	A9	-1
22090	u,酷寒狼蛛\0	a,	9C	E8	A9	-1
22091	u,迷宮鋼鐵高崙\0	a,	9C	E8	A9	-1
22092	u,酷寒鋼鐵高崙\0	a,	9C	E8	A9	-1
22093	u,迷宮野牛\0	a,	9C	E8	A9	-1
22094	u,酷寒野牛\0	a,	9C	E8	A9	-1
22095	u,幼黑熊\0	a,	9C	E8	A9	-1
22096	u,黑熊\0	a,	9C	E8	A9	-1
22097	u,迷宮雪人\0	a,	9C	E8	A9	-1
22098	u,酷寒雪人\0	a,	9C	E8	A9	-1
22099	u,芙蕾雅的野牛\0	a,	9C	E8	A9	-1
22100	u,芙蕾雅的園丁\0	a,	9C	E8	A9	-1
22101	u,芙蕾雅的侍從\0	a,	9C	E8	A9	-1
22102	u,芙蕾雅的侍從\0	a,	9C	E8	A9	-1
22103	u,芙蕾雅的白熊\0	a,	9C	E8	A9	-1
22104	u,芙蕾雅的愛犬\0	a,	9C	E8	A9	-1
22105	u,釘刺司塔卡拓\0	a,	9C	E8	A9	-1
22106	u,釘刺司塔卡拓工人\0	a,	9C	E8	A9	-1
22107	u,釘刺司塔卡拓警備兵\0	a,	9C	E8	A9	-1
22108	u,雌性釘刺司塔卡拓\0	a,	9C	E8	A9	-1
22109	u,雄性釘刺司塔卡拓\0	a,	9C	E8	A9	-1
22110	u,雄性釘刺司塔卡拓\0	a,	9C	E8	A9	-1
22111	u,釘刺司塔卡拓巫師\0	a,	9C	E8	A9	-1
22112	u,食人司塔卡拓部下\0	a,	9C	E8	A9	-1
22113	u,食人司塔卡拓首領\0	a,	9C	E8	A9	-1
22114	u,食人司塔卡拓首領\0	a,	9C	E8	A9	-1
22115	u,釘刺司塔卡拓士兵\0	a,	9C	E8	A9	-1
22116	u,雄性釘刺司塔卡拓\0	a,	9C	E8	A9	-1
22117	u,釘刺司塔卡拓警衛隊長\0	a,	9C	E8	A9	-1
22118	u,釘刺司塔卡拓褓姆\0	a,	9C	E8	A9	-1
22119	u,釘刺司塔卡拓褓姆\0	a,	9C	E8	A9	-1
22120	u,釘刺司塔卡拓幼蟲\0	a,	9C	E8	A9	-1
22121	u,釘刺司塔卡拓咒術士\0	a,	9C	E8	A9	-1
22122	u,修道院巡禮者\0	a,	9C	E8	A9	-1
22123	u,修道院聖騎士\0	a,	9C	E8	A9	-1
22124	u,索黎那修士\0	a,	9C	E8	A9	-1
22125	u,索黎那入世修士\0	a,	9C	E8	A9	-1
22126	u,沉默的求道者\0	a,	9C	E8	A9	-1
22127	u,沉默的修士\0	a,	9C	E8	A9	-1
22128	u,修道院守護者\0	a,	9C	E8	A9	-1
22129	u,神官戰士\0	a,	9C	E8	A9	-1
22130	u,神聖的仲裁者\0	a,	9C	E8	A9	-1
22131	u,光之巡禮者\0	a,	9C	E8	A9	-1
22132	u,光之審判者\0	a,	9C	E8	A9	-1
22133	u,聖杯守護者\0	a,	9C	E8	A9	-1
22134	u,聖地守護者\0	a,	9C	E8	A9	-1
22135	u,光之守護者\0	a,	9C	E8	A9	-1
22136	u,守門人殭屍\0	a,	9C	E8	A9	-1
22137	u,大廳守門人\0	a,	9C	E8	A9	-1
22138	u,禮拜堂守門人\0	a,	9C	E8	A9	-1
22139	u,古代貴族的士兵\0	a,	9C	E8	A9	-1
22140	u,復活的工人\0	a,	9C	E8	A9	-1
22141	u,被遺忘的犧牲者\0	a,	9C	E8	A9	-1
22142	u,帝雷歐的入世信徒\0	a,	9C	E8	A9	-1
22143	u,帝雷歐的信徒\0	a,	9C	E8	A9	-1
22144	u,復活的神殿騎士\0	a,	9C	E8	A9	-1
22145	u,祭禮的犧牲者\0	a,	9C	E8	A9	-1
22146	u,帝雷歐的祭司\0	a,	9C	E8	A9	-1
22147	u,儀式的祭物\0	a,	9C	E8	A9	-1
22148	u,帝雷歐的信徒\0	a,	9C	E8	A9	-1
22149	u,儀式的祭物\0	a,	9C	E8	A9	-1
22150	u,帝雷歐的信徒\0	a,	9C	E8	A9	-1
22151	u,帝雷歐的祭司\0	a,	9C	E8	A9	-1
22152	u,神殿警衛兵\0	a,	9C	E8	A9	-1
22153	u,神殿警衛隊長\0	a,	9C	E8	A9	-1
22154	u,祭禮的犧牲者\0	a,	9C	E8	A9	-1
22155	u,帝雷歐的上位祭司\0	a,	9C	E8	A9	-1
22156	u,帝雷歐的祭司\0	a,	9C	E8	A9	-1
22157	u,帝雷歐的祭司\0	a,	9C	E8	A9	-1
22158	u,帝雷歐的信徒\0	a,	9C	E8	A9	-1
22159	u,帝雷歐的上位祭司\0	a,	9C	E8	A9	-1
22160	u,帝雷歐的祭司\0	a,	9C	E8	A9	-1
22161	u,祭禮的犧牲者\0	a,	9C	E8	A9	-1
22162	u,帝雷歐的信徒\0	a,	9C	E8	A9	-1
22163	u,帝雷歐的上位祭司\0	a,	9C	E8	A9	-1
22164	u,帝雷歐的信徒\0	a,	9C	E8	A9	-1
22165	u,帝雷歐的祭司\0	a,	9C	E8	A9	-1
22166	u,帝雷歐的信徒\0	a,	9C	E8	A9	-1
22167	u,帝雷歐的上位祭司\0	a,	9C	E8	A9	-1
22168	u,帝雷歐的祭司\0	a,	9C	E8	A9	-1
22169	u,祭禮的犧牲者\0	a,	9C	E8	A9	-1
22170	u,帝雷歐的信徒\0	a,	9C	E8	A9	-1
22171	u,帝雷歐的上位祭司\0	a,	9C	E8	A9	-1
22172	u,祭禮的犧牲者\0	a,	9C	E8	A9	-1
22173	u,帝雷歐的祭司\0	a,	9C	E8	A9	-1
22174	u,帝雷歐的祭司\0	a,	9C	E8	A9	-1
22175	u,安蒂莉雅絲的親衛隊長\0	a,	9C	E8	A9	-1
22176	u,安蒂莉雅絲的親衛隊\0	a,	9C	E8	A9	-1
22188	u,安蒂莉雅絲的親衛隊長\0	a,	9C	E8	A9	-1
22189	u,安蒂莉雅絲的親衛隊\0	a,	9C	E8	A9	-1
22190	u,祭禮的犧牲者\0	a,	9C	E8	A9	-1
22191	u,安蒂莉雅絲的親衛隊長\0	a,	9C	E8	A9	-1
22192	u,安蒂莉雅絲的親衛隊\0	a,	9C	E8	A9	-1
22193	u,安蒂莉雅絲的親衛隊\0	a,	9C	E8	A9	-1
22194	u,大廳守門人\0	a,	9C	E8	A9	-1
22195	u,祭禮的犧牲者\0	a,	9C	E8	A9	-1
22196	u,迅猛龍\0	a,	9C	E8	A9	-1
22197	u,迅猛龍\0	a,	9C	E8	A9	-1
22198	u,迅猛龍\0	a,	9C	E8	A9	-1
22199	u,喙嘴龍\0	a,	9C	E8	A9	-1
22200	u,似鳥龍\0	a,	9C	E8	A9	-1
22201	u,似鳥龍\0	a,	9C	E8	A9	-1
22202	u,似鳥龍\0	a,	9C	E8	A9	-1
22203	u,恐爪龍\0	a,	9C	E8	A9	-1
22204	u,恐爪龍\0	a,	9C	E8	A9	-1
22205	u,恐爪龍\0	a,	9C	E8	A9	-1
22208	u,厚頭龍\0	a,	9C	E8	A9	-1
22209	u,厚頭龍\0	a,	9C	E8	A9	-1
22210	u,厚頭龍\0	a,	9C	E8	A9	-1
22211	u,野生座龍\0	a,	9C	E8	A9	-1
22212	u,野生座龍\0	a,	9C	E8	A9	-1
22213	u,野生座龍\0	a,	9C	E8	A9	-1
22214	u,耶爾可羅\0	a,	9C	E8	A9	-1
22215	u,暴龍\0	a,	9C	E8	A9	-1
22216	u,暴龍\0	a,	9C	E8	A9	-1
22217	u,暴龍\0	a,	9C	E8	A9	-1
22218	u,迅猛龍\0	a,	9C	E8	A9	-1
22219	u,似鳥龍\0	a,	9C	E8	A9	-1
22220	u,恐爪龍\0	a,	9C	E8	A9	-1
22221	u,厚頭龍\0	a,	9C	E8	A9	-1
22222	u,野生座龍\0	a,	9C	E8	A9	-1
22223	u,迅猛龍\0	a,	9C	E8	A9	-1
22224	u,似鳥龍\0	a,	9C	E8	A9	-1
22225	u,恐爪龍\0	a,	9C	E8	A9	-1
